fact_table_natural_key,accm_txn_complete_time
R38990,2022-05-14 06:19:17
R72250,2022-05-14 00:27:52
R16321,2022-05-14 15:29:18
R81041,2022-05-14 18:52:19
R17640,2022-05-14 08:23:09
R14416,2022-05-15 05:58:30
R82786,2022-05-15 02:38:30
R50700,2022-05-15 18:25:49
R70695,2022-05-15 23:15:44
R13939,2022-05-15 08:20:15
R52772,2022-05-15 13:50:01
R73608,2022-05-14 06:48:14
R74147,2022-05-15 07:51:12
R13712,2022-05-14 08:13:20
R84284,2022-05-15 20:48:45
R44133,2022-05-14 16:44:42
R78741,2022-05-14 08:05:09
R84116,2022-05-14 19:14:49
R40331,2022-05-15 20:20:13
R76108,2022-05-15 20:10:41
R88432,2022-05-14 04:12:28
R89603,2022-05-14 03:35:33
R35461,2022-05-15 13:45:00
R46383,2022-05-14 21:02:11
R55306,2022-05-14 16:37:24
R79626,2022-05-15 06:27:47
R29901,2022-05-14 17:22:34
R43847,2022-05-15 18:24:56
R64113,2022-05-14 23:11:41
R44519,2022-05-15 12:52:08
R21514,2022-05-15 18:37:04
R88873,2022-05-15 10:14:49
R14734,2022-05-14 11:25:54
R16638,2022-05-15 23:05:29
R89154,2022-05-15 16:01:38
R36730,2022-05-14 21:53:01
R65995,2022-05-14 04:55:04
R28857,2022-05-14 08:31:40
R50071,2022-05-15 14:43:52
R31896,2022-05-15 15:26:25
R53627,2022-05-15 19:33:53
R41573,2022-05-15 06:12:34
R55189,2022-05-15 08:00:48
R31206,2022-05-15 16:56:35
R79959,2022-05-14 23:58:37
R60730,2022-05-14 00:46:04
R83370,2022-05-14 10:59:59
R33772,2022-05-14 08:00:06
R64739,2022-05-15 16:18:06
R38129,2022-05-14 13:01:57
R39962,2022-05-15 18:45:43
R69489,2022-05-15 15:38:30
R76489,2022-05-15 09:16:09
R44247,2022-05-15 22:21:54
R86729,2022-05-15 11:41:08
R69395,2022-05-14 15:03:31
R74053,2022-05-15 02:58:27
R45566,2022-05-14 13:36:22
R80774,2022-05-14 06:43:01
R63574,2022-05-14 03:33:13
R74327,2022-05-14 15:24:44
R65276,2022-05-14 07:16:33
R49254,2022-05-14 23:44:20
R69776,2022-05-15 02:27:48
R17566,2022-05-15 06:46:23
R72347,2022-05-14 03:46:47
R72093,2022-05-15 12:36:50
R43418,2022-05-15 11:40:31
R51339,2022-05-14 06:02:57
R78014,2022-05-14 07:55:22
R40941,2022-05-15 23:47:24
R15728,2022-05-15 21:00:22
R72156,2022-05-14 16:12:33
R71341,2022-05-15 22:47:53
R82615,2022-05-15 14:50:32
R89974,2022-05-15 23:12:56
R52044,2022-05-15 17:11:01
R69583,2022-05-14 11:39:43
R60413,2022-05-14 10:53:02
R67855,2022-05-15 13:47:08
R52208,2022-05-15 19:46:46
R32196,2022-05-15 10:02:57
R16872,2022-05-15 12:02:16
R42253,2022-05-15 06:55:20
R42559,2022-05-14 09:11:50
R49968,2022-05-14 07:44:41
R80248,2022-05-14 11:14:43
R86678,2022-05-14 14:38:38
R88427,2022-05-14 09:17:49
R86509,2022-05-15 23:57:42
R30378,2022-05-15 11:01:00
R37105,2022-05-15 14:04:23
R56377,2022-05-14 21:25:58
R26362,2022-05-15 08:24:23
R32952,2022-05-15 13:23:38
R83069,2022-05-14 04:49:25
R77554,2022-05-15 18:02:28
R67482,2022-05-14 05:01:42
R38264,2022-05-14 06:54:47
R85231,2022-05-15 16:55:04
R20315,2022-05-14 18:39:49
R16697,2022-05-14 01:39:10
R48090,2022-05-14 11:58:36
R76960,2022-05-15 13:15:03
R51141,2022-05-15 23:25:33
R30025,2022-05-14 09:10:16
R43086,2022-05-15 21:36:26
R88848,2022-05-14 14:05:16
R77511,2022-05-14 21:14:22
R52961,2022-05-15 05:17:18
R13881,2022-05-14 23:28:30
R28431,2022-05-14 02:59:41
R10008,2022-05-15 03:16:27
R45962,2022-05-14 12:54:27
R65725,2022-05-15 09:58:53
R89300,2022-05-15 10:42:28
R17768,2022-05-15 11:15:08
R86173,2022-05-15 18:05:33
R74463,2022-05-14 13:47:42
R55020,2022-05-15 18:45:18
R33000,2022-05-15 04:53:37
R39960,2022-05-15 08:47:11
R36141,2022-05-15 02:22:17
R83736,2022-05-14 10:11:02
R61244,2022-05-15 22:04:21
R52659,2022-05-15 21:32:16
R64715,2022-05-15 01:21:14
R34453,2022-05-15 19:55:33
R75864,2022-05-14 03:22:28
R33089,2022-05-15 00:46:31
R50479,2022-05-14 00:14:03
R17383,2022-05-15 16:53:08
R62605,2022-05-15 01:14:10
R54029,2022-05-14 17:06:54
R67620,2022-05-14 20:35:50
R89381,2022-05-14 14:37:59
R56965,2022-05-15 13:29:04
R72641,2022-05-15 06:59:32
R41222,2022-05-14 15:10:37
R27572,2022-05-14 16:50:18
R79172,2022-05-14 11:42:34
R69100,2022-05-14 23:51:00
R42520,2022-05-14 00:51:34
R68181,2022-05-15 22:53:42
R89357,2022-05-15 05:14:42
R41079,2022-05-15 13:50:46
R81059,2022-05-14 07:11:07
R62799,2022-05-14 10:10:32
R40580,2022-05-15 20:50:38
R81042,2022-05-14 07:44:10
R26103,2022-05-15 01:38:18
R25097,2022-05-15 18:35:56
R28312,2022-05-14 02:01:08
R69492,2022-05-15 07:43:34
R87674,2022-05-15 14:01:02
R61490,2022-05-14 21:29:44
R42023,2022-05-15 22:48:43
R62771,2022-05-14 21:27:41
R11895,2022-05-14 11:36:56
R26158,2022-05-15 11:39:15
R89081,2022-05-15 13:03:25
R33959,2022-05-14 13:38:38
R55526,2022-05-15 09:02:08
R36830,2022-05-15 17:25:26
R10935,2022-05-14 21:55:40
R82546,2022-05-15 04:37:02
R22844,2022-05-14 04:52:20
R40980,2022-05-14 03:06:56
R74497,2022-05-14 18:09:45
R61194,2022-05-14 01:18:47
R42888,2022-05-14 08:12:44
R79775,2022-05-14 00:31:35
R62606,2022-05-14 15:31:23
R54522,2022-05-14 01:00:23
R62937,2022-05-14 20:24:58
R57204,2022-05-14 21:08:16
R58094,2022-05-14 05:26:49
R22321,2022-05-14 00:24:37
R13662,2022-05-15 09:50:50
R66534,2022-05-15 09:25:06
R54594,2022-05-15 09:56:21
R65598,2022-05-15 11:12:51
R39932,2022-05-15 00:37:29
R74042,2022-05-15 01:12:49
R60719,2022-05-14 07:20:05
R23708,2022-05-15 23:48:15
R19140,2022-05-14 17:21:17
R21017,2022-05-15 13:50:33
R87092,2022-05-15 13:20:19
R55009,2022-05-15 09:08:29
R32919,2022-05-14 08:32:51
R65792,2022-05-14 19:23:54
R89394,2022-05-14 22:39:20
R40518,2022-05-15 06:18:35
R61271,2022-05-14 08:33:36
R78406,2022-05-14 21:51:26
R63720,2022-05-15 20:23:11
R73929,2022-05-14 19:58:43
R19127,2022-05-14 16:59:47
R26582,2022-05-14 18:57:27
R50352,2022-05-15 20:56:38
R89183,2022-05-15 21:22:22
R39930,2022-05-14 12:42:21
R15585,2022-05-15 01:12:17
R42430,2022-05-15 19:37:59
R12906,2022-05-14 20:44:01
R79404,2022-05-15 23:48:54
R82607,2022-05-15 21:04:02
R41899,2022-05-14 22:51:33
R11853,2022-05-15 07:52:53
R54640,2022-05-15 02:58:53
R65923,2022-05-15 19:24:41
R11595,2022-05-14 02:10:57
R58782,2022-05-15 00:20:10
R66444,2022-05-15 20:37:32
R29784,2022-05-14 05:36:32
R71710,2022-05-14 21:22:18
R50061,2022-05-15 12:32:14
R47848,2022-05-14 03:50:10
R17913,2022-05-15 15:15:08
R14851,2022-05-15 17:21:51
R14264,2022-05-15 22:53:47
R25212,2022-05-14 05:33:50
R25822,2022-05-14 12:44:01
R11080,2022-05-15 02:03:46
R38793,2022-05-14 22:04:43
R20355,2022-05-14 15:47:38
R60936,2022-05-15 13:31:15
R19837,2022-05-15 21:47:45
R11976,2022-05-14 10:16:04
R63272,2022-05-15 10:26:43
R80678,2022-05-15 19:30:53
R81401,2022-05-14 05:44:59
R51534,2022-05-15 00:50:37
R46300,2022-05-14 00:29:55
R38255,2022-05-14 04:51:27
R20180,2022-05-15 14:41:09
R32407,2022-05-14 19:16:10
R39360,2022-05-15 08:43:15
R76004,2022-05-15 21:14:34
R80728,2022-05-15 08:28:58
R30456,2022-05-15 17:49:23
R78833,2022-05-14 17:52:36
R17127,2022-05-15 10:28:23
R21900,2022-05-14 16:43:13
R34180,2022-05-14 14:55:32
R80782,2022-05-14 05:03:35
R12023,2022-05-14 20:18:33
R32718,2022-05-15 22:37:21
R18392,2022-05-15 23:32:52
R52549,2022-05-14 14:28:29
R30392,2022-05-15 08:23:21
R58292,2022-05-14 07:34:18
R12239,2022-05-14 17:18:32
R67832,2022-05-14 15:25:07
R39560,2022-05-14 04:16:50
R24699,2022-05-14 14:43:13
R28786,2022-05-15 06:45:25
R16666,2022-05-15 10:48:51
R49856,2022-05-15 13:52:49
R11307,2022-05-15 06:14:57
R24905,2022-05-14 02:52:44
R37392,2022-05-15 16:23:37
R44837,2022-05-15 03:23:42
R75623,2022-05-14 13:07:08
R30632,2022-05-14 02:15:47
R68998,2022-05-15 16:31:15
R37843,2022-05-15 08:06:10
R58571,2022-05-15 21:34:03
R83855,2022-05-14 08:14:46
R73283,2022-05-14 22:28:35
R18190,2022-05-14 10:03:22
R80275,2022-05-14 20:02:48
R63067,2022-05-15 02:18:28
R31331,2022-05-15 23:39:23
R75597,2022-05-14 11:07:29
R83814,2022-05-14 10:51:02
R41461,2022-05-15 17:35:20
R37692,2022-05-14 00:38:36
R26009,2022-05-15 04:51:23
R19965,2022-05-14 17:02:42
R53207,2022-05-15 07:03:07
R58506,2022-05-15 18:24:53
R54248,2022-05-14 03:46:41
R86681,2022-05-15 01:42:40
R46163,2022-05-15 23:11:48
R51057,2022-05-15 16:19:52
R54601,2022-05-15 01:54:04
R14289,2022-05-15 00:35:41
R65953,2022-05-15 21:02:12
R33827,2022-05-14 05:23:19
R79268,2022-05-15 07:55:32
R70095,2022-05-14 22:21:41
R81882,2022-05-15 18:28:27
R49141,2022-05-14 20:10:02
R34000,2022-05-14 04:06:41
R55027,2022-05-15 12:20:26
R41202,2022-05-14 07:35:07
R19868,2022-05-15 21:40:54
R76203,2022-05-15 11:50:24
R36831,2022-05-14 08:23:03
R64740,2022-05-15 04:55:54
R14991,2022-05-15 22:44:05
R14815,2022-05-14 11:21:01
R57355,2022-05-14 11:34:16
R40638,2022-05-15 11:41:08
R85009,2022-05-15 21:21:38
R62682,2022-05-15 23:43:47
R15324,2022-05-14 23:20:43
R64329,2022-05-14 00:17:01
R12776,2022-05-15 02:49:18
R78886,2022-05-14 06:12:00
R76986,2022-05-14 16:46:04
R10515,2022-05-14 01:04:14
R26150,2022-05-14 18:18:31
R84388,2022-05-15 15:13:33
R35892,2022-05-15 14:10:53
R37799,2022-05-15 11:02:41
R85968,2022-05-14 20:17:39
R59612,2022-05-14 23:37:56
R45870,2022-05-14 13:08:14
R31632,2022-05-15 05:00:11
R79028,2022-05-14 17:43:35
R75990,2022-05-15 23:51:48
R45350,2022-05-15 23:22:13
R14222,2022-05-15 08:06:39
R59190,2022-05-15 08:19:13
R72249,2022-05-14 08:25:57
R89212,2022-05-15 22:47:30
R36533,2022-05-14 20:25:54
R42739,2022-05-15 17:27:19
R88635,2022-05-15 11:41:15
R71980,2022-05-15 05:37:17
R11557,2022-05-14 10:00:07
R57574,2022-05-15 09:44:11
R59713,2022-05-15 05:13:24
R70221,2022-05-15 15:02:06
R32670,2022-05-15 08:08:54
R20592,2022-05-15 10:44:39
R18449,2022-05-14 03:46:41
R40368,2022-05-15 20:02:06
R38006,2022-05-15 06:50:54
R42239,2022-05-14 19:31:37
R67913,2022-05-15 16:48:43
R79136,2022-05-14 09:18:32
R53476,2022-05-14 12:02:11
R20220,2022-05-14 15:14:16
R88048,2022-05-15 03:05:10
R60690,2022-05-14 01:17:00
R72316,2022-05-14 11:22:57
R51441,2022-05-15 14:29:13
R88937,2022-05-14 03:52:32
R13097,2022-05-15 21:50:14
R34825,2022-05-15 10:00:27
R57691,2022-05-15 04:18:52
R50672,2022-05-15 14:40:47
R43303,2022-05-14 10:56:36
R50614,2022-05-14 08:07:59
R77377,2022-05-15 11:06:20
R59655,2022-05-14 02:08:47
R63616,2022-05-15 05:29:10
R52374,2022-05-14 17:35:41
R79764,2022-05-15 14:51:24
R35384,2022-05-14 15:17:55
R27623,2022-05-15 09:03:55
R77637,2022-05-14 23:26:23
R12131,2022-05-14 23:18:33
R73242,2022-05-15 19:14:06
R52610,2022-05-14 13:18:19
R18834,2022-05-15 05:31:40
R60377,2022-05-14 09:33:05
R74364,2022-05-14 03:37:13
R17943,2022-05-15 09:13:02
R54162,2022-05-14 00:14:07
R86549,2022-05-14 14:22:55
R67981,2022-05-14 20:04:10
R23933,2022-05-14 20:14:08
R28433,2022-05-14 09:13:57
R76668,2022-05-15 15:54:36
R60265,2022-05-14 06:21:18
R66125,2022-05-14 20:14:09
R15234,2022-05-14 01:56:15
R33318,2022-05-15 16:13:01
R52294,2022-05-14 08:15:48
R50808,2022-05-15 22:10:46
R76910,2022-05-14 05:21:31
R61617,2022-05-14 13:03:19
R15612,2022-05-15 00:24:11
R24016,2022-05-14 04:03:53
R32043,2022-05-15 23:25:30
R28425,2022-05-14 13:43:12
R86337,2022-05-14 17:42:08
R45224,2022-05-15 00:50:32
R10599,2022-05-15 20:26:00
R15284,2022-05-14 15:37:53
R88732,2022-05-15 07:48:22
R77773,2022-05-14 18:13:41
R80789,2022-05-15 20:33:45
R11812,2022-05-15 14:35:46
R63891,2022-05-15 18:48:56
R33768,2022-05-14 04:00:43
R74830,2022-05-14 05:35:21
R22294,2022-05-15 00:45:25
R59514,2022-05-15 03:17:00
R53236,2022-05-14 00:17:41
R41499,2022-05-14 08:48:20
R55606,2022-05-14 21:58:09
R89914,2022-05-14 07:44:09
R67934,2022-05-15 04:56:11
R15409,2022-05-15 06:47:37
R24938,2022-05-14 02:20:30
R86116,2022-05-14 06:47:56
R33216,2022-05-14 11:18:01
R62481,2022-05-15 15:55:16
R25783,2022-05-15 18:02:58
R27248,2022-05-15 18:30:41
R49676,2022-05-15 10:08:56
R58282,2022-05-14 14:12:29
R24854,2022-05-15 02:58:44
R63991,2022-05-14 20:52:54
R26449,2022-05-15 18:54:01
R73971,2022-05-14 17:32:16
R75440,2022-05-14 18:01:30
R25901,2022-05-15 18:45:57
R25130,2022-05-15 04:08:41
R71338,2022-05-14 15:23:26
R18770,2022-05-14 12:58:27
R81705,2022-05-15 19:26:16
R42316,2022-05-14 08:48:47
R25006,2022-05-14 10:13:18
R73967,2022-05-15 17:38:14
R40556,2022-05-14 12:55:21
R22235,2022-05-15 18:08:03
R70506,2022-05-14 00:11:55
R13983,2022-05-15 10:48:09
R81147,2022-05-14 07:10:12
R41544,2022-05-14 10:58:02
R15024,2022-05-15 18:34:14
R15849,2022-05-15 02:39:25
R15027,2022-05-15 20:15:11
R13325,2022-05-15 19:36:32
R73599,2022-05-15 05:47:19
R63375,2022-05-14 05:52:26
R70461,2022-05-15 01:36:02
R52966,2022-05-14 14:35:01
R27624,2022-05-14 09:31:15
R28538,2022-05-15 02:40:07
R28730,2022-05-14 21:11:58
R52815,2022-05-14 04:22:37
R34066,2022-05-14 17:43:36
R67165,2022-05-15 21:59:42
R14426,2022-05-15 21:36:58
R41286,2022-05-15 03:24:11
R57210,2022-05-15 16:19:49
R50972,2022-05-15 09:30:15
R46517,2022-05-14 20:34:34
R20375,2022-05-14 04:12:46
R35316,2022-05-14 15:28:32
R79889,2022-05-14 16:59:28
R14672,2022-05-14 02:54:47
R61799,2022-05-15 14:40:58
R19631,2022-05-14 00:22:16
R39919,2022-05-14 01:11:19
R58621,2022-05-15 12:59:21
R87855,2022-05-15 20:51:44
R72658,2022-05-15 04:11:35
R32161,2022-05-14 04:06:42
R65401,2022-05-15 05:23:06
R62103,2022-05-15 02:10:12
R82007,2022-05-14 04:30:48
R27587,2022-05-14 08:56:03
R77858,2022-05-14 13:57:40
R81360,2022-05-15 02:19:18
R22070,2022-05-14 14:05:33
R31175,2022-05-14 17:48:11
R60490,2022-05-15 04:52:57
R62170,2022-05-14 01:11:31
R59294,2022-05-15 17:44:13
R85726,2022-05-15 00:23:59
R89167,2022-05-15 16:24:31
R37930,2022-05-14 12:35:32
R47833,2022-05-15 01:37:46
R76807,2022-05-14 07:54:26
R53882,2022-05-14 05:16:01
R17661,2022-05-15 21:01:08
R13627,2022-05-15 13:52:54
R41737,2022-05-15 03:52:55
R57414,2022-05-14 21:12:52
R20973,2022-05-14 20:41:39
R57761,2022-05-15 20:34:49
R44544,2022-05-15 14:26:42
R62284,2022-05-14 23:33:41
R23203,2022-05-15 12:27:39
R39211,2022-05-14 21:14:38
R15189,2022-05-15 01:32:37
R51536,2022-05-14 18:54:06
R43510,2022-05-15 22:02:40
R88085,2022-05-14 14:45:57
R71683,2022-05-14 00:08:23
R57158,2022-05-14 08:39:13
R65622,2022-05-15 00:50:22
R87869,2022-05-15 21:05:05
R46998,2022-05-14 03:33:50
R60449,2022-05-15 07:51:11
R48458,2022-05-14 01:06:26
R42141,2022-05-14 09:55:53
R44261,2022-05-14 11:45:43
R70928,2022-05-14 04:42:22
R63103,2022-05-15 04:15:26
R87619,2022-05-14 04:35:54
R51779,2022-05-15 09:59:27
R73582,2022-05-15 17:51:40
R84001,2022-05-15 21:12:04
R46878,2022-05-15 14:03:12
R59783,2022-05-15 07:21:18
R45751,2022-05-15 11:38:51
R28892,2022-05-14 21:29:12
R34024,2022-05-15 05:20:19
R78534,2022-05-15 02:39:22
R10221,2022-05-14 17:19:46
R83305,2022-05-15 11:06:32
R72548,2022-05-14 13:36:09
R21482,2022-05-14 17:55:21
R79908,2022-05-15 06:06:20
R55163,2022-05-15 23:42:27
R78557,2022-05-15 06:39:07
R45215,2022-05-14 06:47:11
R56319,2022-05-14 16:40:37
R59276,2022-05-14 14:54:31
R64663,2022-05-14 06:52:44
R87205,2022-05-14 06:26:47
R19687,2022-05-15 07:00:29
R21432,2022-05-15 16:02:35
R31550,2022-05-15 15:25:13
R24253,2022-05-14 03:23:38
R30715,2022-05-15 02:24:21
R14892,2022-05-14 13:52:12
R82537,2022-05-15 09:46:18
R15179,2022-05-14 11:36:40
R34026,2022-05-14 04:48:15
R51533,2022-05-14 14:11:03
R40760,2022-05-15 07:45:03
R45910,2022-05-14 05:10:16
R19997,2022-05-14 20:18:07
R12753,2022-05-14 08:45:29
R67427,2022-05-15 13:24:22
R72792,2022-05-15 23:36:18
R32750,2022-05-14 19:51:58
R55556,2022-05-15 04:58:34
R54616,2022-05-14 01:12:57
R72729,2022-05-14 04:54:19
R48589,2022-05-15 22:42:35
R72883,2022-05-15 02:42:51
R22575,2022-05-15 01:37:42
R27471,2022-05-14 02:36:30
R63552,2022-05-14 18:05:01
R68248,2022-05-15 20:38:43
R12253,2022-05-14 21:41:46
R67930,2022-05-14 15:26:28
R24278,2022-05-15 11:32:25
R65081,2022-05-14 11:11:47
R54766,2022-05-15 19:00:27
R22028,2022-05-15 03:23:06
R78631,2022-05-14 13:50:39
R73746,2022-05-15 09:16:26
R84425,2022-05-15 18:38:53
R34433,2022-05-14 10:29:58
R80192,2022-05-14 15:18:06
R34212,2022-05-14 22:18:59
R63601,2022-05-14 12:33:13
R26396,2022-05-14 17:22:18
R89911,2022-05-14 06:59:23
R81148,2022-05-15 13:03:43
R31577,2022-05-15 06:49:42
R41098,2022-05-14 07:03:15
R43263,2022-05-15 21:36:40
R29671,2022-05-14 17:40:26
R82075,2022-05-15 01:09:45
R22202,2022-05-14 18:44:16
R28134,2022-05-15 21:19:41
R64549,2022-05-14 05:14:05
R77087,2022-05-15 17:05:52
R43060,2022-05-15 14:07:50
R46008,2022-05-14 23:07:38
R19032,2022-05-15 17:46:32
R61988,2022-05-15 00:58:12
R38449,2022-05-15 09:10:01
R54686,2022-05-14 13:45:48
R16270,2022-05-14 18:37:36
R61859,2022-05-15 03:43:23
R19068,2022-05-15 18:02:50
R22569,2022-05-15 13:00:09
R66816,2022-05-15 18:01:34
R24173,2022-05-14 11:35:08
R49955,2022-05-15 01:11:55
R82059,2022-05-15 18:37:56
R84640,2022-05-15 18:36:39
R37878,2022-05-14 10:49:12
R60649,2022-05-15 20:32:05
R89600,2022-05-14 19:29:25
R36899,2022-05-14 08:27:11
R40110,2022-05-15 07:11:46
R49614,2022-05-15 01:03:29
R44108,2022-05-14 20:24:31
R39024,2022-05-15 01:31:33
R87182,2022-05-15 11:38:52
R53216,2022-05-14 14:25:07
R81537,2022-05-15 20:56:04
R82329,2022-05-14 05:06:34
R59389,2022-05-14 22:52:37
R85239,2022-05-14 10:19:21
R53295,2022-05-14 00:44:15
R12274,2022-05-15 05:31:00
R74619,2022-05-15 15:15:17
R50276,2022-05-14 22:04:58
R87139,2022-05-15 23:15:58
R49594,2022-05-14 06:11:25
R63811,2022-05-14 00:59:07
R21247,2022-05-14 01:18:41
R80265,2022-05-15 22:39:27
R37272,2022-05-15 10:16:51
R36516,2022-05-15 22:37:17
R48442,2022-05-15 08:58:49
R49649,2022-05-15 22:48:30
R19838,2022-05-15 06:46:33
R42627,2022-05-15 11:12:16
R55144,2022-05-14 12:51:35
R15332,2022-05-15 12:33:13
R63124,2022-05-14 08:51:42
R50546,2022-05-14 00:44:40
R18676,2022-05-15 07:06:45
R85256,2022-05-14 02:14:57
R23085,2022-05-15 19:11:00
R77747,2022-05-15 22:41:14
R19863,2022-05-15 08:23:32
R17619,2022-05-15 05:55:28
R33811,2022-05-14 07:13:54
R29066,2022-05-14 01:46:19
R76069,2022-05-15 04:02:08
R62707,2022-05-15 08:19:12
R26236,2022-05-14 13:02:26
R83910,2022-05-14 12:03:44
R47164,2022-05-14 10:12:43
R80865,2022-05-15 15:18:05
R71050,2022-05-15 21:37:58
R59780,2022-05-14 16:54:00
R18281,2022-05-15 17:52:20
R63167,2022-05-15 12:52:29
R15912,2022-05-15 08:54:59
R61179,2022-05-15 00:05:11
R48497,2022-05-14 01:55:07
R25944,2022-05-14 19:24:49
R80226,2022-05-14 23:46:54
R52725,2022-05-14 04:56:40
R29584,2022-05-14 16:12:39
R53241,2022-05-14 15:42:44
R29163,2022-05-14 05:27:59
R65835,2022-05-14 02:35:16
R71632,2022-05-14 14:05:54
R23164,2022-05-14 19:33:07
R12391,2022-05-15 06:44:31
R79317,2022-05-14 22:05:37
R48119,2022-05-14 20:08:38
R84745,2022-05-15 07:35:20
R73198,2022-05-14 11:19:15
R33540,2022-05-15 08:12:54
R44447,2022-05-14 22:48:05
R27664,2022-05-15 00:29:44
R44185,2022-05-15 17:00:12
R77166,2022-05-15 05:55:40
R50452,2022-05-15 15:48:55
R81533,2022-05-14 03:57:50
R67863,2022-05-14 13:59:28
R28192,2022-05-14 08:40:31
R85534,2022-05-15 15:24:14
R54238,2022-05-14 23:21:33
R69360,2022-05-15 00:32:59
R45964,2022-05-14 19:07:28
R39764,2022-05-14 19:36:25
R38552,2022-05-14 17:15:05
R12352,2022-05-15 16:57:50
R12779,2022-05-14 18:51:06
R70037,2022-05-15 03:26:50
R11306,2022-05-15 10:29:54
R68370,2022-05-15 21:54:09
R22561,2022-05-14 08:07:35
R79987,2022-05-14 10:55:16
R12373,2022-05-14 10:22:48
R41368,2022-05-14 11:25:35
R63752,2022-05-15 02:02:37
R44687,2022-05-14 19:56:55
R82911,2022-05-15 16:20:19
R11927,2022-05-15 14:27:46
R61986,2022-05-14 23:04:31
R61635,2022-05-14 02:09:18
R32369,2022-05-15 06:08:46
R80225,2022-05-14 21:14:01
R11245,2022-05-15 22:14:36
R14167,2022-05-14 11:45:46
R10215,2022-05-15 10:30:59
R34567,2022-05-14 11:06:54
R60131,2022-05-14 14:27:35
R88249,2022-05-14 14:10:13
R36833,2022-05-14 18:42:23
R74819,2022-05-14 21:20:32
R74872,2022-05-15 21:12:01
R37233,2022-05-14 20:00:15
R72228,2022-05-14 17:58:15
R35635,2022-05-15 11:47:36
R15953,2022-05-14 07:54:21
R35533,2022-05-14 11:52:27
R28629,2022-05-15 09:32:36
R64295,2022-05-14 18:56:05
R73078,2022-05-15 23:52:07
R55543,2022-05-15 11:16:05
R54660,2022-05-14 17:07:23
R22481,2022-05-14 16:00:39
R79909,2022-05-15 06:48:24
R48185,2022-05-15 15:47:31
R27350,2022-05-14 13:01:58
R69788,2022-05-14 16:58:49
R48764,2022-05-14 21:34:45
R49046,2022-05-15 05:44:18
R73785,2022-05-14 21:56:50
R34034,2022-05-14 22:28:07
R52934,2022-05-14 01:43:19
R36245,2022-05-15 09:55:04
R17036,2022-05-14 12:24:45
R84720,2022-05-15 17:52:41
R37809,2022-05-14 10:48:28
R51768,2022-05-15 21:02:46
R50665,2022-05-15 12:35:53
R46205,2022-05-15 09:04:59
R87147,2022-05-14 05:48:01
R22021,2022-05-14 08:40:56
R82890,2022-05-14 10:01:38
R79787,2022-05-15 05:24:58
R81474,2022-05-15 20:40:51
R73446,2022-05-15 03:05:31
R82016,2022-05-14 06:45:57
R86195,2022-05-14 21:44:05
R50490,2022-05-14 02:28:22
R50093,2022-05-15 03:50:52
R31086,2022-05-15 16:10:17
R21524,2022-05-14 15:16:14
R81046,2022-05-15 11:07:55
R35585,2022-05-14 18:01:47
R89278,2022-05-15 02:38:59
R46805,2022-05-15 14:41:06
R42398,2022-05-15 01:51:50
R44047,2022-05-14 01:17:26
R49304,2022-05-14 10:33:44
R24288,2022-05-14 10:35:02
R58257,2022-05-15 21:30:12
R20992,2022-05-14 09:58:09
R23603,2022-05-15 01:50:22
R53911,2022-05-15 17:13:10
R87396,2022-05-15 18:46:41
R11931,2022-05-14 03:16:04
R20522,2022-05-14 02:30:02
R24600,2022-05-14 11:45:31
R52784,2022-05-14 02:17:12
R39816,2022-05-15 03:20:41
R87804,2022-05-14 14:56:06
R36897,2022-05-14 02:05:55
R66986,2022-05-14 07:16:37
R80295,2022-05-14 14:27:51
R12842,2022-05-15 00:16:48
R54456,2022-05-15 21:23:52
R64321,2022-05-14 21:43:19
R59197,2022-05-15 23:15:51
R48652,2022-05-14 00:30:54
R22700,2022-05-15 16:13:34
R47819,2022-05-14 22:02:38
R32433,2022-05-14 16:47:07
R79243,2022-05-14 01:38:38
R50669,2022-05-14 02:34:35
R82596,2022-05-15 05:10:46
R16975,2022-05-15 00:02:46
R86953,2022-05-14 07:25:04
R82997,2022-05-15 00:25:39
R33100,2022-05-14 23:04:04
R74727,2022-05-14 08:00:54
R38209,2022-05-14 17:24:59
R44585,2022-05-14 17:13:17
R48334,2022-05-14 19:32:55
R13328,2022-05-14 08:03:30
R31454,2022-05-14 09:54:23
R36312,2022-05-15 09:33:58
R59576,2022-05-14 21:56:43
R20907,2022-05-15 16:59:30
R85810,2022-05-15 09:03:39
R23932,2022-05-15 00:24:23
R58602,2022-05-14 00:11:18
R59266,2022-05-14 18:42:41
R72593,2022-05-15 23:24:07
R83704,2022-05-14 03:25:18
R83368,2022-05-15 05:50:24
R21834,2022-05-15 20:54:42
R27131,2022-05-15 07:35:28
R24532,2022-05-15 12:06:46
R71205,2022-05-15 23:35:34
R85616,2022-05-15 20:58:37
R16841,2022-05-15 05:57:34
R10521,2022-05-14 02:36:02
R39598,2022-05-14 21:00:06
R67537,2022-05-15 04:04:43
R73082,2022-05-15 05:36:20
R12053,2022-05-15 07:26:31
R36524,2022-05-14 12:38:14
R54107,2022-05-14 21:04:40
R29167,2022-05-15 19:01:20
R51319,2022-05-15 12:46:32
R59721,2022-05-14 00:56:41
R48157,2022-05-15 03:17:01
R65778,2022-05-15 04:23:48
R88374,2022-05-14 00:42:22
R84733,2022-05-15 15:27:29
R12329,2022-05-14 21:19:46
R28131,2022-05-15 22:35:59
R18491,2022-05-14 19:02:20
R11970,2022-05-15 00:00:38
