RatingID	facility_id	OwnerID	ActivityDate	Fine	score
R26295	FA0244213	OW0009486	2018-06-04	208	90
R84320	FA0240699	OW0009487	2018-06-07	391	92
R72343	FA0225500	OW0009488	2019-09-08	469	92
R28325	FA0162767	OW0009489	2019-02-12	435	92
R29198	FA0065942	OW0009490	2019-06-15	469	92
R49351	FA0025335	OW0009491	2018-02-13	382	92
R39760	FA0179889	OW0009492	2020-12-21	115	92
R52679	FA0048053	OW0009493	2019-03-24	230	92
R43189	FA0138118	OW0009494	2019-07-16	416	92
R52822	FA0073046	OW0009495	2020-02-10	146	80
R73089	FA0174560	OW0009496	2018-06-19	481	80
R30573	FA0038215	OW0009497	2018-09-26	168	80
R64219	FA0066006	OW0009498	2020-11-24	330	80
R22598	FA0164449	OW0009499	2018-02-12	111	80
R29746	FA0203335	OW0009500	2018-11-14	407	80
R11594	FA0033708	OW0009501	2020-08-23	112	80
R37936	FA0067524	OW0009502	2018-04-17	304	80
R74009	FA0028035	OW0009503	2018-06-07	269	80
R74812	FA0012782	OW0009504	2018-08-19	311	80
R71195	FA0072956	OW0009505	2019-09-18	113	80
R46053	FA0166351	OW0009506	2018-03-06	295	80
R20619	FA0159313	OW0009507	2020-06-06	244	80
R35370	FA0159610	OW0009508	2018-03-09	450	80
R45868	FA0063272	OW0009509	2019-04-07	318	80
R85788	FA0174641	OW0009510	2020-03-01	190	87
R66984	FA0019897	OW0009511	2019-06-15	435	87
R65331	FA0221476	OW0009512	2020-04-04	254	87
R76734	FA0244522	OW0009513	2019-10-18	273	87
R50170	FA0140930	OW0009514	2019-10-07	299	87
R43951	FA0003310	OW0009515	2019-12-13	134	87
R17730	FA0059499	OW0009516	2020-06-08	176	87
R39567	FA0041130	OW0009517	2020-03-22	323	87
R26754	FA0040769	OW0009518	2019-06-04	364	93
R67868	FA0159988	OW0009519	2019-09-26	201	93
R80444	FA0021345	OW0009520	2019-10-03	416	93
R77516	FA0243665	OW0009521	2019-09-28	158	93
R18115	FA0222187	OW0009522	2019-09-08	436	93
R61765	FA0064031	OW0009523	2019-05-15	293	92
R81781	FA0141076	OW0009524	2018-04-01	452	92
R46579	FA0062520	OW0009525	2018-04-07	429	92
R87587	FA0019920	OW0009526	2018-06-21	286	92
R80666	FA0002076	OW0009527	2020-03-22	473	92
R81382	FA0012972	OW0009528	2019-11-24	459	92
R48273	FA0002269	OW0009529	2020-03-05	258	97
R65702	FA0138845	OW0009530	2020-09-23	435	97
R62680	FA0245097	OW0009531	2018-03-26	383	97
R76272	FA0050084	OW0009532	2020-09-15	459	95
R77195	FA0156056	OW0009533	2020-09-12	366	95
R44262	FA0048201	OW0009534	2019-12-20	417	95
R82240	FA0162837	OW0009535	2019-09-12	451	95
R45578	FA0027188	OW0009536	2019-03-13	269	96
R75332	FA0141474	OW0009537	2018-12-03	428	96
R11711	FA0028198	OW0009538	2019-05-22	494	94
R44401	FA0138731	OW0009539	2018-04-26	345	94
R25931	FA0242460	OW0009540	2019-05-20	358	94
R62546	FA0065094	OW0009541	2019-02-26	289	94
R60055	FA0042485	OW0009542	2018-11-03	331	94
R54151	FA0177794	OW0009543	2019-05-23	403	94
R31195	FA0177754	OW0009544	2018-03-07	189	95
R24494	FA0012108	OW0009545	2020-07-12	350	95
R31823	FA0014280	OW0009546	2019-12-28	431	95
R18044	FA0177863	OW0009547	2018-06-17	445	95
R60535	FA0073559	OW0009548	2018-03-09	461	91
R80554	FA0225390	OW0009549	2019-11-05	145	91
R40507	FA0202553	OW0009550	2018-06-07	213	91
R85875	FA0177605	OW0009551	2020-09-14	194	91
R67590	FA0068986	OW0009552	2018-03-04	422	91
R70072	FA0003936	OW0009553	2020-04-16	110	90
R17406	FA0022080	OW0009554	2019-02-19	473	90
R80748	FA0042259	OW0009555	2018-10-25	152	90
R32817	FA0049487	OW0009556	2020-09-23	245	90
R34506	FA0167565	OW0009557	2018-11-28	255	90
R75961	FA0017965	OW0009558	2020-03-07	255	90
R78782	FA0058789	OW0009559	2020-04-12	212	92
R65106	FA0013910	OW0009560	2018-11-07	140	92
R84210	FA0022838	OW0009561	2020-04-18	192	92
R16854	FA0060990	OW0009562	2018-07-14	218	92
R46648	FA0039825	OW0009563	2018-03-18	402	92
R32824	FA0242870	OW0009564	2018-06-25	474	92
R72330	FA0244084	OW0009565	2020-07-18	447	92
R57362	FA0036408	OW0009566	2019-12-21	458	98
R50950	FA0137966	OW0009567	2019-08-19	176	98
R33860	FA0136838	OW0009568	2018-09-28	137	93
R55080	FA0172159	OW0009569	2019-12-14	395	93
R55878	FA0022355	OW0009570	2019-06-12	320	93
R40420	FA0060184	OW0009571	2019-11-25	458	93
R67293	FA0162755	OW0009572	2018-03-06	408	93
R58636	FA0021267	OW0009573	2018-11-05	205	95
R69918	FA0241868	OW0009574	2020-10-11	331	95
R84014	FA0012895	OW0009575	2020-08-05	193	95
R76660	FA0072188	OW0009576	2018-08-19	287	95
R43304	FA0243465	OW0009577	2018-02-24	150	96
R35908	FA0164381	OW0009578	2018-06-20	375	96
R37097	FA0239637	OW0009579	2018-06-07	199	96
R88827	FA0243145	OW0009580	2019-05-22	325	95
R77286	FA0149587	OW0009581	2019-06-13	325	95
R23502	FA0037139	OW0009582	2019-08-11	447	95
R31381	FA0002122	OW0009583	2018-06-05	347	95
R19759	FA0012008	OW0009584	2019-07-27	378	92
R57891	FA0013654	OW0009585	2020-11-16	296	92
R70325	FA0064118	OW0009586	2019-04-10	492	92
R68003	FA0160588	OW0009587	2019-07-21	395	92
R14320	FA0177023	OW0009588	2018-12-24	177	92
R39055	FA0165006	OW0009589	2019-04-20	297	92
R71044	FA0230666	OW0009590	2018-03-03	116	92
R49145	FA0044595	OW0009591	2019-08-03	455	92
R18136	FA0041473	OW0009592	2020-06-03	278	97
R59698	FA0038130	OW0009593	2019-07-14	162	97
R59243	FA0039486	OW0009594	2019-06-27	255	97
R64760	FA0070504	OW0009595	2019-07-23	432	96
R49944	FA0242548	OW0009596	2019-10-18	414	96
R41173	FA0021313	OW0009597	2020-02-08	408	96
R77337	FA0004733	OW0009598	2018-06-23	287	93
R69941	FA0177720	OW0009599	2020-04-28	274	93
R44584	FA0012993	OW0009600	2018-09-20	404	93
R43196	FA0027566	OW0009601	2018-06-06	369	93
R11896	FA0036655	OW0009602	2019-11-18	254	93
R13490	FA0138925	OW0009603	2018-07-12	334	93
R73718	FA0224702	OW0009604	2019-10-13	126	90
R28137	FA0031840	OW0009605	2020-08-24	179	90
R57859	FA0036140	OW0009606	2019-10-16	183	90
R62217	FA0056878	OW0009607	2019-08-08	127	90
R64603	FA0160603	OW0009608	2020-07-28	139	90
R14419	FA0019370	OW0009609	2019-02-06	421	90
R89187	FA0158771	OW0009610	2019-08-12	393	91
R72550	FA0012069	OW0009611	2018-07-07	254	91
R55439	FA0011903	OW0009612	2018-04-17	153	91
R11950	FA0065024	OW0009613	2020-10-09	366	91
R74695	FA0042646	OW0009614	2020-09-10	500	91
R44899	FA0166608	OW0009615	2020-05-24	140	91
R61732	FA0008727	OW0009616	2019-07-06	315	91
R71857	FA0047446	OW0009617	2018-06-25	265	91
R39627	FA0038956	OW0009618	2020-05-18	265	91
R23452	FA0025839	OW0009619	2019-11-21	223	91
R29135	FA0174156	OW0009620	2019-03-01	284	91
R70366	FA0067684	OW0009621	2020-05-03	130	96
R59879	FA0224619	OW0009622	2018-02-19	188	96
R49506	FA0144491	OW0009623	2018-08-23	456	96
R22440	FA0004706	OW0009624	2018-05-23	478	96
R74406	FA0051618	OW0009625	2020-03-28	234	93
R64886	FA0033366	OW0009626	2020-12-04	172	93
R57895	FA0039079	OW0009627	2019-05-06	286	93
R29501	FA0137624	OW0009628	2019-06-03	380	93
R51788	FA0003540	OW0009629	2020-04-12	226	93
R15897	FA0179026	OW0009630	2019-10-13	152	93
R49759	FA0023370	OW0009631	2018-04-21	498	96
R65151	FA0064667	OW0009632	2018-05-15	100	96
R36396	FA0040382	OW0009633	2019-09-17	122	96
R61543	FA0019288	OW0009634	2019-05-24	322	97
R11878	FA0165695	OW0009635	2018-03-14	442	97
R25656	FA0026321	OW0009636	2019-10-12	408	97
R21284	FA0047587	OW0009637	2020-03-16	405	95
R41702	FA0156713	OW0009638	2018-09-23	360	95
R23579	FA0016311	OW0009639	2020-03-10	426	95
R24031	FA0012082	OW0009640	2018-10-11	239	87
R41344	FA0044942	OW0009641	2019-07-23	349	87
R39494	FA0012609	OW0009642	2019-08-17	231	87
R13307	FA0036493	OW0009643	2019-09-04	452	87
R16580	FA0034543	OW0009644	2018-02-21	418	87
R74609	FA0037767	OW0009645	2018-12-10	157	87
R12432	FA0015661	OW0009646	2019-06-16	402	87
R15418	FA0035175	OW0009647	2019-11-26	369	87
R50015	FA0175427	OW0009648	2019-10-21	494	87
R30584	FA0026656	OW0009649	2019-07-13	334	91
R12190	FA0066605	OW0009650	2018-11-13	139	91
R28358	FA0015548	OW0009651	2018-09-16	161	91
R20975	FA0158013	OW0009652	2020-08-19	366	91
R79611	FA0203664	OW0009653	2018-09-10	142	91
R11439	FA0043962	OW0009654	2019-08-16	325	91
R47931	FA0179905	OW0009655	2020-10-28	434	98
R56451	FA0240904	OW0009656	2020-08-22	233	98
R84243	FA0050046	OW0009657	2020-07-23	287	93
R42866	FA0071458	OW0009658	2018-11-15	354	93
R55790	FA0244633	OW0009659	2018-07-06	152	93
R86507	FA0158095	OW0009660	2020-07-03	468	93
R60825	FA0180707	OW0009661	2020-05-05	423	93
R15200	FA0034708	OW0009662	2018-07-11	447	96
R20249	FA0156798	OW0009663	2019-06-27	487	96
R55012	FA0065183	OW0009664	2019-03-20	441	96
R22189	FA0007535	OW0009665	2020-12-05	216	94
R72003	FA0222203	OW0009666	2020-03-23	479	94
R51606	FA0026908	OW0009667	2018-03-19	159	94
R81764	FA0044923	OW0009668	2019-02-19	103	94
R15499	FA0008932	OW0009669	2019-09-18	379	94
R58109	FA0049791	OW0009670	2020-05-15	324	95
R74223	FA0174618	OW0009671	2018-10-07	314	97
R81818	FA0048727	OW0009672	2019-06-14	261	97
R62628	FA0033217	OW0009673	2020-11-06	108	97
R68850	FA0043319	OW0009674	2020-05-02	155	93
R55246	FA0159703	OW0009675	2020-11-26	495	93
R41759	FA0202975	OW0009676	2020-05-22	499	93
R43052	FA0023377	OW0009677	2019-09-05	334	93
R46005	FA0143752	OW0009678	2018-02-10	153	93
R55107	FA0017352	OW0009679	2018-08-19	147	98
R48041	FA0035544	OW0009680	2018-12-10	413	94
R73225	FA0071391	OW0009681	2019-10-26	478	94
R67952	FA0022530	OW0009682	2019-07-03	330	94
R33914	FA0160150	OW0009683	2019-09-09	266	94
R70422	FA0037786	OW0009684	2019-09-26	139	94
R32897	FA0203379	OW0009685	2018-07-05	393	94
R46962	FA0027568	OW0009686	2018-12-13	221	96
R64426	FA0020429	OW0009687	2019-04-08	260	96
R11523	FA0003072	OW0009688	2019-12-19	142	96
R33573	FA0035487	OW0009689	2020-04-13	217	96
R25606	FA0025476	OW0009690	2019-08-21	149	96
R87035	FA0064711	OW0009691	2018-12-15	406	96
R62872	FA0020126	OW0009692	2018-10-01	426	97
R33597	FA0149527	OW0009693	2020-07-03	149	97
R75577	FA0139085	OW0009694	2020-09-05	137	97
R85551	FA0039930	OW0009695	2019-07-20	291	97
R65326	FA0005167	OW0009696	2020-08-22	176	97
R77304	FA0202874	OW0009697	2019-07-03	333	97
R67044	FA0071690	OW0009698	2018-07-27	282	90
R24787	FA0053882	OW0009699	2018-03-12	250	90
R15949	FA0056985	OW0009700	2020-09-19	214	90
R19620	FA0042707	OW0009701	2020-08-08	254	90
R18083	FA0221864	OW0009702	2019-10-03	339	90
R35943	FA0066290	OW0009703	2020-06-24	317	95
R18387	FA0160576	OW0009704	2018-03-26	326	95
R65779	FA0223952	OW0009705	2020-09-22	242	95
R50441	FA0013842	OW0009706	2018-09-23	154	95
R52496	FA0068321	OW0009707	2019-10-02	328	95
R51770	FA0158672	OW0009708	2020-04-23	405	95
R68299	FA0241366	OW0009709	2018-10-10	496	95
R69892	FA0011068	OW0009710	2020-12-13	293	95
R17614	FA0244631	OW0009711	2019-02-24	377	95
R75361	FA0064718	OW0009712	2020-10-21	391	95
R64696	FA0242479	OW0009713	2019-07-09	388	95
R60374	FA0164802	OW0009714	2019-12-16	310	95
R13247	FA0066239	OW0009715	2018-12-05	124	95
R48511	FA0072942	OW0009716	2019-09-03	137	95
R28035	FA0072771	OW0009717	2018-05-28	466	95
R20596	FA0040919	OW0009718	2018-10-21	316	95
R39342	FA0008902	OW0009719	2020-08-20	100	94
R21526	FA0033450	OW0009720	2019-06-17	359	94
R76450	FA0222544	OW0009721	2019-05-01	166	94
R58486	FA0242868	OW0009722	2018-04-05	222	94
R55261	FA0048688	OW0009723	2020-10-12	199	94
R71824	FA0005618	OW0009724	2020-12-19	142	91
R18590	FA0242235	OW0009725	2019-06-20	250	91
R14752	FA0158789	OW0009726	2020-10-10	224	91
R31781	FA0243106	OW0009727	2018-09-16	191	91
R49734	FA0240575	OW0009728	2020-07-02	346	91
R34810	FA0243315	OW0009729	2019-07-23	274	94
R51025	FA0062679	OW0009730	2019-07-09	393	96
R63361	FA0023578	OW0009731	2019-04-02	286	96
R24293	FA0057580	OW0009732	2019-12-21	336	96
R37721	FA0014869	OW0009733	2018-08-19	307	96
R24437	FA0159763	OW0009734	2018-04-22	188	96
R38829	FA0004869	OW0009735	2020-05-26	148	96
R72149	FA0039704	OW0009736	2018-04-10	326	96
R86746	FA0044825	OW0009737	2020-06-15	484	91
R46659	FA0158279	OW0009738	2020-04-12	141	91
R85449	FA0174455	OW0009739	2020-11-02	200	91
R56521	FA0061340	OW0009740	2019-03-23	360	91
R29966	FA0025895	OW0009741	2020-05-18	490	91
R75891	FA0244816	OW0009742	2020-11-16	167	91
R80936	FA0164522	OW0009743	2020-09-05	283	91
R84682	FA0035308	OW0009744	2020-09-28	470	96
R86723	FA0023252	OW0009745	2018-05-21	407	96
R61230	FA0052256	OW0009746	2019-05-06	380	96
R16605	FA0136623	OW0009747	2020-12-18	500	96
R11101	FA0005621	OW0009748	2020-06-11	210	90
R47031	FA0034840	OW0009749	2020-05-24	117	90
R32573	FA0165186	OW0009750	2020-03-09	484	90
R19031	FA0036747	OW0009751	2019-05-25	208	90
R68410	FA0170611	OW0009752	2018-11-21	381	90
R68895	FA0064239	OW0009753	2019-07-07	432	90
R89967	FA0203041	OW0009754	2020-04-26	187	90
R32893	FA0068217	OW0009755	2018-12-03	286	90
R84775	FA0055310	OW0009756	2019-06-11	270	90
R15758	FA0069879	OW0009757	2018-07-28	314	91
R81104	FA0021624	OW0009758	2020-08-05	285	91
R13255	FA0009941	OW0009759	2020-03-23	493	91
R60942	FA0021629	OW0009760	2019-03-07	265	91
R56581	FA0010472	OW0009761	2019-02-04	359	91
R51968	FA0014589	OW0009762	2019-05-15	211	93
R86335	FA0020682	OW0009763	2019-06-12	368	93
R24448	FA0065085	OW0009764	2019-03-17	460	93
R46752	FA0177724	OW0009765	2019-12-21	275	93
R82642	FA0174452	OW0009766	2018-05-24	481	93
R17514	FA0045472	OW0009767	2019-12-08	204	93
R15803	FA0031940	OW0009768	2019-09-28	469	96
R30190	FA0021002	OW0009769	2018-03-06	369	96
R50951	FA0239652	OW0009770	2019-08-27	289	96
R74813	FA0203785	OW0009771	2019-10-16	439	99
R54867	FA0067091	OW0009772	2018-11-25	282	91
R69796	FA0240413	OW0009773	2020-09-16	234	91
R61777	FA0048678	OW0009774	2019-12-25	185	91
R85443	FA0170162	OW0009775	2018-11-25	445	91
R78917	FA0037812	OW0009776	2019-07-10	193	91
R48697	FA0240539	OW0009777	2019-12-07	459	91
R77211	FA0013554	OW0009778	2019-08-03	173	91
R40853	FA0177854	OW0009779	2018-09-09	349	91
R63497	FA0239996	OW0009780	2020-11-21	483	91
R55237	FA0240490	OW0009781	2019-03-21	392	91
R17460	FA0158096	OW0009782	2018-08-06	287	91
R29462	FA0014745	OW0009783	2019-06-27	428	90
R20258	FA0017508	OW0009784	2019-03-25	466	90
R49760	FA0162945	OW0009785	2019-02-02	297	90
R45323	FA0037011	OW0009786	2020-02-02	378	90
R30127	FA0178709	OW0009787	2020-09-16	283	90
R73484	FA0159601	OW0009788	2020-08-23	313	90
R80600	FA0052451	OW0009789	2020-12-09	118	84
R39107	FA0028038	OW0009790	2020-04-25	280	84
R32614	FA0065380	OW0009791	2018-08-23	208	84
R65582	FA0037234	OW0009792	2019-02-22	457	84
R29588	FA0052446	OW0009793	2019-05-09	109	84
R20533	FA0026093	OW0009794	2020-09-25	149	84
R76225	FA0203714	OW0009795	2020-03-20	399	84
R45468	FA0049161	OW0009796	2020-07-10	211	84
R61622	FA0020221	OW0009797	2020-05-22	140	93
R86233	FA0002904	OW0009798	2020-06-10	249	93
R44606	FA0048685	OW0009799	2018-06-05	485	93
R48239	FA0244770	OW0009800	2020-05-26	361	93
R89114	FA0051318	OW0009801	2019-11-28	403	93
R80449	FA0176143	OW0009802	2020-07-06	459	93
R87077	FA0064088	OW0009803	2018-05-06	423	85
R88698	FA0073153	OW0009804	2019-08-22	276	85
R60596	FA0024639	OW0009805	2018-09-19	394	85
R35584	FA0015475	OW0009806	2019-03-20	403	85
R72439	FA0019149	OW0009807	2019-05-02	278	85
R33280	FA0222398	OW0009808	2018-12-17	455	85
R20520	FA0164508	OW0009809	2019-07-08	147	95
R78263	FA0053979	OW0009810	2019-09-05	473	95
R14213	FA0179914	OW0009811	2019-05-27	460	95
R73877	FA0052940	OW0009812	2018-03-08	193	95
R68645	FA0174340	OW0009813	2019-09-15	107	95
R56542	FA0035938	OW0009814	2018-02-09	223	95
R21702	FA0012580	OW0009815	2019-12-25	351	95
R34577	FA0012439	OW0009816	2019-12-22	491	95
R42406	FA0163641	OW0009817	2020-05-12	140	95
R43093	FA0167628	OW0009818	2019-12-01	298	95
R71034	FA0243104	OW0009819	2018-10-27	271	95
R24266	FA0015189	OW0009820	2018-08-12	188	95
R84516	FA0034302	OW0009821	2019-05-13	230	95
R69229	FA0040247	OW0009822	2020-05-05	158	90
R74057	FA0221749	OW0009823	2018-02-25	333	90
R28481	FA0004820	OW0009824	2019-06-01	173	90
R88130	FA0059512	OW0009825	2018-03-11	447	90
R84736	FA0046732	OW0009826	2020-12-27	425	90
R83434	FA0138148	OW0009827	2020-10-19	430	90
R52705	FA0164848	OW0009828	2018-04-11	460	90
R42396	FA0005660	OW0009829	2018-10-01	492	90
R69808	FA0059720	OW0009830	2018-04-17	494	90
R56735	FA0009041	OW0009831	2020-11-18	170	91
R65527	FA0027836	OW0009832	2019-10-26	465	91
R14710	FA0045234	OW0009833	2018-10-14	372	91
R88906	FA0042208	OW0009834	2020-07-12	164	91
R17464	FA0013287	OW0009835	2019-07-04	165	91
R68924	FA0174561	OW0009836	2018-12-13	316	90
R26555	FA0025647	OW0009837	2019-05-02	362	91
R10634	FA0136919	OW0009838	2019-10-20	145	91
R41250	FA0162892	OW0009839	2019-02-25	447	95
R11578	FA0015333	OW0009840	2018-08-06	197	95
R63823	FA0025753	OW0009841	2019-07-19	291	95
R44450	FA0138432	OW0009842	2019-08-08	371	95
R24237	FA0062112	OW0009843	2018-10-03	484	90
R22345	FA0040225	OW0009844	2018-12-20	184	90
R44652	FA0241263	OW0009845	2020-07-27	326	90
R32374	FA0036472	OW0009846	2020-04-27	170	90
R88669	FA0005076	OW0009847	2019-06-06	392	90
R15210	FA0005812	OW0009848	2020-06-15	428	90
R50466	FA0067606	OW0009849	2019-07-08	251	99
R60705	FA0222205	OW0009850	2019-02-09	121	99
R36228	FA0007294	OW0009851	2018-04-05	196	93
R17455	FA0014079	OW0009852	2018-08-24	272	93
R52506	FA0242742	OW0009853	2020-07-24	335	93
R69946	FA0162764	OW0009854	2019-11-16	288	93
R53926	FA0004981	OW0009855	2019-03-22	354	93
R56140	FA0063230	OW0009856	2018-05-19	258	95
R43662	FA0000999	OW0009857	2020-06-18	411	95
R66151	FA0165842	OW0009858	2019-11-17	265	95
R21013	FA0158730	OW0009859	2019-03-27	126	95
R68799	FA0240574	OW0009860	2019-04-24	164	94
R13742	FA0176646	OW0009861	2018-02-08	101	94
R57794	FA0224516	OW0009862	2018-04-08	480	94
R31039	FA0223960	OW0009863	2019-09-01	437	94
R77315	FA0067200	OW0009864	2020-11-26	205	94
R38985	FA0022896	OW0009865	2019-12-09	390	90
R41292	FA0065569	OW0009866	2020-05-14	178	90
R20094	FA0202828	OW0009867	2019-09-10	164	90
R77840	FA0055730	OW0009868	2018-10-17	245	90
R24329	FA0029661	OW0009869	2018-10-14	345	90
R60841	FA0010623	OW0009870	2020-12-05	129	90
R38038	FA0054081	OW0009871	2019-08-15	157	91
R33049	FA0225296	OW0009872	2018-06-18	145	91
R52041	FA0064116	OW0009873	2020-11-05	480	91
R80468	FA0011449	OW0009874	2019-06-03	172	91
R79707	FA0050541	OW0009875	2020-10-18	417	91
R28740	FA0054307	OW0009876	2020-06-20	451	91
R31166	FA0055479	OW0009877	2018-07-11	149	95
R16759	FA0022451	OW0009878	2020-11-15	335	91
R30144	FA0160147	OW0009879	2018-08-04	450	99
R53165	FA0160375	OW0009880	2019-05-05	231	91
R56924	FA0224052	OW0009881	2020-12-06	463	91
R81234	FA0158671	OW0009882	2018-08-23	391	91
R49913	FA0007325	OW0009883	2018-04-09	124	91
R77287	FA0031005	OW0009884	2020-07-12	268	91
R23180	FA0051678	OW0009885	2019-04-10	450	91
R32886	FA0058491	OW0009886	2018-10-20	367	91
R88277	FA0164585	OW0009887	2019-06-27	492	90
R37825	FA0057914	OW0009888	2020-03-02	357	90
R18065	FA0241842	OW0009889	2020-03-06	413	90
R23915	FA0010077	OW0009890	2020-04-06	167	90
R39690	FA0060318	OW0009891	2019-08-18	468	90
R47053	FA0180825	OW0009892	2019-02-27	344	90
R40267	FA0048583	OW0009893	2018-09-27	194	97
R10899	FA0042154	OW0009894	2020-03-10	213	97
R56058	FA0015368	OW0009895	2020-10-04	193	98
R86584	FA0033785	OW0009896	2019-06-12	435	98
R77934	FA0042260	OW0009897	2018-10-19	294	98
R64981	FA0241421	OW0009898	2019-05-23	252	97
R26455	FA0031090	OW0009899	2018-03-05	415	97
R49794	FA0023107	OW0009900	2019-12-18	470	97
R17049	FA0020956	OW0009901	2020-02-09	320	94
R50254	FA0023884	OW0009902	2020-07-26	418	94
R14779	FA0012380	OW0009903	2020-03-22	301	94
R76138	FA0034317	OW0009904	2018-03-07	213	94
R22106	FA0005376	OW0009905	2020-12-03	244	94
R86051	FA0014658	OW0009906	2019-11-22	151	94
R85818	FA0026305	OW0009907	2018-07-14	162	94
R42179	FA0040284	OW0009908	2019-09-22	105	94
R78653	FA0160531	OW0009909	2019-12-23	373	94
R15996	FA0007502	OW0009910	2020-12-15	420	94
R10652	FA0064333	OW0009911	2020-08-11	139	94
R56445	FA0062923	OW0009912	2019-09-24	277	95
R18161	FA0002627	OW0009913	2020-08-17	206	95
R65033	FA0030578	OW0009914	2019-06-13	365	95
R63189	FA0038757	OW0009915	2020-09-11	404	95
R33885	FA0049729	OW0009916	2018-03-01	500	90
R18938	FA0243445	OW0009917	2019-08-17	205	90
R74246	FA0034645	OW0009918	2019-11-20	386	90
R20484	FA0241850	OW0009919	2019-10-23	188	90
R63348	FA0023765	OW0009920	2019-04-13	477	90
R30279	FA0068280	OW0009921	2018-12-15	153	90
R70564	FA0242711	OW0009922	2020-07-22	374	90
R58524	FA0013730	OW0009923	2019-02-25	311	90
R69596	FA0044116	OW0009924	2018-03-23	187	97
R54430	FA0049471	OW0009925	2018-11-11	406	97
R30984	FA0044358	OW0009926	2020-04-02	270	97
R20607	FA0156831	OW0009927	2018-03-28	158	96
R51328	FA0067442	OW0009928	2018-08-03	209	96
R45746	FA0159931	OW0009929	2020-07-13	196	96
R77927	FA0010006	OW0009930	2019-12-20	163	96
R32290	FA0059269	OW0009931	2019-04-01	111	93
R17587	FA0017896	OW0009932	2018-08-26	365	93
R86797	FA0030762	OW0009933	2018-09-19	151	93
R41669	FA0009246	OW0009934	2018-12-14	428	93
R10392	FA0160190	OW0009935	2019-12-21	351	93
R66811	FA0024012	OW0009936	2019-04-24	136	93
R59935	FA0047884	OW0009937	2018-09-21	107	90
R21032	FA0243712	OW0009938	2019-12-08	440	90
R70042	FA0048275	OW0009939	2020-12-10	111	90
R49211	FA0051612	OW0009940	2018-11-27	473	90
R22573	FA0027671	OW0009941	2019-03-14	184	90
R60956	FA0021721	OW0009942	2020-10-02	475	90
R16450	FA0031018	OW0009943	2019-07-05	102	90
R55315	FA0159922	OW0009944	2019-03-18	190	90
R36089	FA0044183	OW0009945	2018-03-26	323	90
R44638	FA0164800	OW0009946	2020-10-08	223	84
R47744	FA0240928	OW0009947	2019-10-20	497	84
R88975	FA0005620	OW0009948	2020-05-06	288	84
R57954	FA0163272	OW0009949	2019-08-15	457	84
R73318	FA0243028	OW0009950	2018-08-20	104	84
R23633	FA0011498	OW0009951	2018-07-05	298	84
R66566	FA0063234	OW0009952	2018-03-27	240	84
R74209	FA0166602	OW0009953	2020-12-05	331	84
R15184	FA0222596	OW0009954	2019-02-05	247	84
R31171	FA0034436	OW0009955	2019-09-16	206	84
R22247	FA0065906	OW0009956	2020-04-09	110	84
R16171	FA0048827	OW0009957	2018-12-16	443	99
R28282	FA0070447	OW0009958	2020-03-04	194	99
R33986	FA0159261	OW0009959	2019-04-16	174	94
R82918	FA0167201	OW0009960	2019-06-15	164	94
R60366	FA0165080	OW0009961	2018-07-08	325	94
R30975	FA0177652	OW0009962	2018-09-12	196	94
R52242	FA0179728	OW0009963	2018-07-16	297	94
R39089	FA0061514	OW0009964	2018-10-25	417	91
R88885	FA0171640	OW0009965	2020-05-12	136	91
R45893	FA0241216	OW0009966	2020-05-28	453	91
R33506	FA0037639	OW0009967	2020-07-19	471	91
R83877	FA0071671	OW0009968	2020-06-07	275	91
R63345	FA0178402	OW0009969	2019-09-10	203	91
R79182	FA0176888	OW0009970	2019-02-04	403	95
R77871	FA0037478	OW0009971	2018-09-16	395	95
R80493	FA0060297	OW0009972	2019-08-06	417	95
R11294	FA0023210	OW0009973	2019-09-10	314	95
R62355	FA0165563	OW0009974	2019-06-03	180	95
R47941	FA0059508	OW0009975	2020-03-06	136	96
R73809	FA0176889	OW0009976	2020-04-17	329	96
R88270	FA0162933	OW0009977	2018-02-05	280	93
R50641	FA0020084	OW0009978	2019-05-10	332	93
R35788	FA0003618	OW0009979	2020-08-10	209	96
R11516	FA0072006	OW0009980	2018-03-26	304	93
R80058	FA0160391	OW0009981	2019-10-22	249	93
R35981	FA0044472	OW0009982	2019-10-27	427	93
R38211	FA0151060	OW0009983	2020-10-07	449	93
R67477	FA0003875	OW0009984	2020-07-09	241	93
R35625	FA0015303	OW0009985	2020-10-19	263	93
R47415	FA0015865	OW0009986	2019-12-13	155	93
R71589	FA0070371	OW0009987	2018-06-23	102	93
R30815	FA0021003	OW0009988	2020-05-07	388	95
R39137	FA0010462	OW0009989	2019-06-28	127	95
R37944	FA0221463	OW0009990	2019-09-05	408	95
R43537	FA0011992	OW0009991	2018-08-15	112	95
R71854	FA0073401	OW0009992	2020-11-18	104	95
R19676	FA0065319	OW0009993	2018-04-12	141	95
R89233	FA0240107	OW0009994	2019-11-23	355	95
R74355	FA0067814	OW0009995	2019-07-27	362	95
R26353	FA0042861	OW0009996	2018-09-20	282	95
R12004	FA0037907	OW0009997	2020-09-16	272	97
R41489	FA0141102	OW0009998	2018-05-08	373	97
R72599	FA0025526	OW0009999	2019-06-26	155	97
R32472	FA0067280	OW0010000	2020-06-19	478	96
R46577	FA0042096	OW0010001	2019-02-12	465	98
R12577	FA0008248	OW0010002	2018-12-21	191	98
