RatingID	FacilityID	ViolationID	ActivityDate	Fine	Score				
R42668	FA0158179	VL57	2018-11-27	191	91				
R41992	FA0030169	VL58	2018-06-27	399	96				
R18162	FA0043230	VL61	2019-10-17	472	96				
R78883	FA0050636	VL62	2018-08-20	307	96				
R22689	FA0003947	VL64	2019-02-13	193	96				
R24087	FA0167764	VL66	2018-05-19	392	96				
R59731	FA0074065	VL67	2020-09-25	472	96				
R61063	FA0020333	VL68	2018-04-07	331	96				
R69299	FA0180119	VL71	2020-08-14	458	95				
R16750	FA0180869	VL74	2020-10-17	436	95				
R44674	FA0048353	VL76	2020-02-12	182	95				
R44043	FA0066694	VL80	2019-11-03	311	95				
R74260	FA0034514	VL81	2020-07-21	321	96				
R89765	FA0059721	VL82	2019-10-20	374	96				
R65294	FA0052197	VL89	2019-05-01	315	96				
R57530	FA0073799	VL90	2019-07-18	392	96				
R54438	FA0041176	VL91	2018-04-11	450	96				
R62661	FA0239947	VL92	2018-05-12	282	96				
R18831	FA0008943	VL95	2018-08-28	127	95				
R40197	FA0072422	VL99	2020-05-16	394	95				
R60110	FA0071885	VL10	2019-10-08	125	91				
R39566	FA0011460	VL11	2018-08-08	403	91				
R78923	FA0008385	VL12	2018-02-07	281	91				
R83555	FA0179995	VL13	2019-11-10	389	91				
R29306	FA0203196	VL14	2019-09-24	248	91				
R65548	FA0030493	VL16	2020-05-09	461	91				
R28957	FA0046454	VL17	2020-11-07	233	91				
R59937	FA0226115	VL20	2018-02-18	299	95				
R54366	FA0008766	VL21	2019-11-21	287	95				
R55844	FA0242265	VL25	2019-02-04	169	95				
R25909	FA0224054	VL26	2018-05-25	351	95				
R35761	FA0222860	VL28	2018-08-24	465	95				
R37137	FA0061012	VL29	2020-04-21	197	96				
R29113	FA0046900	VL30	2019-02-02	109	96				
R34763	FA0224428	VL32	2019-06-16	456	96				
R43076	FA0029779	VL33	2019-08-14	381	97				
R49726	FA0010846	VL36	2019-09-07	137	97				
R47375	FA0172333	VL37	2018-05-07	101	97				
R18571	FA0070733	VL38	2019-09-04	422	92				
R30374	FA0164076	VL40	2020-10-27	462	92				
R82446	FA0222622	VL42	2018-06-02	499	92				
R82689	FA0241820	VL44	2020-10-19	101	92				
R87011	FA0180092	VL46	2019-08-05	181	92				
R49821	FA0222722	VL48	2018-08-27	319	92				
R47891	FA0242741	VL50	2019-06-02	270	92				
R79171	FA0062021	VL51	2018-12-09	232	92				
R85898	FA0038005	VL52	2018-11-11	301	95				
R71607	FA0008704	VL53	2020-10-22	109	95				
R22174	FA0221758	VL54	2020-10-25	408	95				
R87537	FA0159575	VL55	2020-10-01	231	95				
R54173	FA0175769	VL56	2018-12-13	206	85				
R65404	FA0043173	VL57	2020-04-08	330	85				
R15999	FA0066855	VL58	2019-08-01	317	85				
R55625	FA0027767	VL61	2018-03-04	196	85				
R76849	FA0176931	VL62	2019-08-10	230	85				
R65589	FA0069411	VL64	2018-05-22	107	85				
R81052	FA0226365	VL66	2020-04-16	248	85				
R78850	FA0020668	VL67	2019-06-08	309	85				
R23185	FA0066936	VL68	2019-11-24	450	85				
R36703	FA0034747	VL71	2020-08-07	415	85				
R13229	FA0042640	VL74	2018-07-27	224	85				
R76469	FA0058731	VL76	2018-05-25	457	85				
R14581	FA0005827	VL80	2019-08-05	420	85				
R34680	FA0179848	VL81	2019-05-07	366	90				
R89401	FA0241976	VL82	2018-07-15	137	90				
R17243	FA0160468	VL89	2020-08-20	189	90				
R23669	FA0036011	VL90	2020-09-04	468	90				
R24378	FA0047087	VL91	2020-12-02	395	90				
R79521	FA0242174	VL92	2020-07-09	162	90				
R49595	FA0011215	VL95	2019-07-03	130	90				
R21318	FA0222836	VL99	2020-07-21	122	90				
R53865	FA0180841	VL10	2020-06-11	100	99				
R49826	FA0029512	VL11	2019-08-01	478	99				
R34439	FA0167794	VL12	2020-03-21	297	94				
R46793	FA0241909	VL13	2019-11-27	120	94				
R60236	FA0070672	VL14	2019-12-25	236	94				
R38852	FA0021800	VL16	2020-04-20	406	94				
R88756	FA0042579	VL17	2020-12-04	283	94				
R77196	FA0043285	VL20	2020-06-19	407	98				
R75917	FA0242220	VL21	2019-05-07	464	98				
R66303	FA0016790	VL25	2019-03-01	332	96				
R26795	FA0038429	VL26	2018-05-05	115	96				
R57511	FA0166928	VL28	2019-09-11	163	96				
R18476	FA0071010	VL29	2018-06-28	241	96				
R61445	FA0167136	VL30	2019-06-23	177	93				
R34491	FA0035885	VL32	2019-11-02	298	93				
R63787	FA0138552	VL33	2020-09-13	362	93				
R62281	FA0137947	VL36	2018-08-13	472	93				
R60845	FA0068701	VL37	2018-04-22	294	98				
R38337	FA0031200	VL38	2020-11-27	416	98				
R19910	FA0171808	VL40	2019-12-23	474	96				
R12693	FA0049331	VL42	2019-09-03	147	96				
R44505	FA0052584	VL44	2020-06-18	471	96				
R35425	FA0067491	VL46	2018-12-20	398	96				
R67658	FA0047068	VL48	2018-06-18	349	90				
R19198	FA0171350	VL50	2020-07-18	456	90				
R46239	FA0172336	VL51	2020-04-04	330	90				
R51340	FA0020503	VL52	2018-06-04	268	90				
R43358	FA0070143	VL53	2018-10-02	254	90				
R10294	FA0004311	VL54	2018-05-21	299	90				
R36983	FA0008493	VL55	2020-06-11	305	90				
R11310	FA0028945	VL56	2019-05-21	176	90				
R28501	FA0159196	VL57	2019-12-27	135	94				
R59913	FA0225381	VL58	2019-07-24	491	94				
R61797	FA0014989	VL61	2020-05-12	167	94				
R64176	FA0171389	VL62	2018-05-06	469	94				
R15863	FA0163218	VL64	2018-12-01	414	94				
R40795	FA0051024	VL66	2020-12-25	464	95				
R65865	FA0051969	VL67	2020-04-11	452	93				
R28124	FA0057519	VL68	2019-04-05	113	95				
R75984	FA0056975	VL71	2020-12-02	155	95				
R85479	FA0036830	VL74	2019-11-22	146	95				
R55240	FA0030708	VL76	2018-03-05	282	95				
R60680	FA0011830	VL80	2018-05-01	493	91				
R46744	FA0016014	VL81	2020-05-24	401	91				
R82052	FA0240191	VL82	2019-06-19	271	91				
R74283	FA0057809	VL89	2020-03-23	142	91				
R78969	FA0062699	VL90	2018-04-13	425	91				
R61421	FA0070595	VL91	2020-11-14	266	91				
R65232	FA0242181	VL92	2020-12-25	450	91				
R48964	FA0007509	VL95	2018-06-06	321	91				
R28777	FA0027613	VL99	2018-05-17	487	93				
R26689	FA0041691	VL10	2020-11-13	108	93				
R10053	FA0019507	VL11	2019-12-03	485	90				
R16802	FA0052402	VL12	2020-04-12	126	90				
R68588	FA0242099	VL13	2018-09-21	421	90				
R53052	FA0178344	VL14	2018-12-27	469	90				
R19189	FA0165460	VL16	2019-04-15	112	90				
R88077	FA0071285	VL17	2020-06-03	143	90				
R58477	FA0051212	VL20	2020-04-22	162	90				
R41233	FA0179880	VL21	2020-05-17	217	90				
R77047	FA0160655	VL25	2020-12-02	218	97				
R74386	FA0014078	VL26	2019-02-25	231	97				
R64690	FA0178960	VL28	2020-04-04	326	97				
R18095	FA0042164	VL29	2020-09-11	338	93				
R49153	FA0033907	VL30	2020-03-03	439	93				
R29525	FA0004501	VL32	2019-07-13	282	93				
R62516	FA0165641	VL33	2018-02-27	461	93				
R59025	FA0060976	VL36	2018-11-22	238	93				
R33168	FA0031582	VL37	2019-08-15	200	93				
R72602	FA0136884	VL38	2020-09-26	304	93				
R40531	FA0176958	VL40	2020-02-25	173	96				
R42094	FA0014433	VL42	2020-12-01	155	96				
R20014	FA0138410	VL44	2020-11-25	203	96				
R79239	FA0166107	VL46	2018-02-05	326	93				
R18174	FA0016445	VL48	2018-07-23	108	93				
R50043	FA0038204	VL50	2020-12-25	390	93				
R71633	FA0029372	VL51	2019-08-18	471	93				
R85090	FA0008114	VL52	2020-11-16	405	93				
R78025	FA0060532	VL53	2020-08-05	466	92				
R81672	FA0180591	VL54	2018-09-28	272	92				
R41984	FA0040573	VL55	2020-09-27	500	92				
R21589	FA0171217	VL56	2019-08-27	172	92				
R88856	FA0004489	VL57	2019-10-28	359	92				
R23548	FA0006476	VL58	2018-07-13	403	92				
R82741	FA0016887	VL61	2018-09-22	336	92				
R30711	FA0039806	VL62	2019-10-08	357	92				
R82480	FA0062910	VL64	2019-04-11	159	96				
R88369	FA0067823	VL66	2019-09-09	363	96				
R23759	FA0011330	VL67	2019-11-20	392	96				
R13906	FA0226187	VL68	2020-03-27	244	88				
R63702	FA0175377	VL71	2018-11-01	236	88				
R30932	FA0016286	VL74	2020-05-02	361	88				
R19531	FA0057601	VL76	2019-07-03	468	88				
R37785	FA0164985	VL80	2018-06-24	271	88				
R71894	FA0039641	VL81	2019-03-11	263	88				
R80951	FA0179875	VL82	2019-02-03	378	88				
R39237	FA0016692	VL89	2020-05-14	187	88				
R31455	FA0164908	VL90	2019-11-23	454	99				
R12959	FA0240082	VL91	2020-09-24	222	97				
R78099	FA0178395	VL92	2019-03-22	320	97				
R48133	FA0025318	VL95	2019-06-06	223	80				
R69417	FA0028578	VL99	2018-12-17	293	80				
R10206	FA0022733	VL10	2018-07-28	116	80				
R81122	FA0073301	VL11	2020-12-08	382	80				
R63407	FA0020070	VL12	2018-07-21	163	80				
R82426	FA0177016	VL13	2018-10-08	391	80				
R11886	FA0056768	VL14	2018-12-18	310	80				
R37136	FA0074131	VL16	2018-09-25	155	80				
R59939	FA0172342	VL17	2018-09-26	111	80				
R44905	FA0003685	VL20	2018-04-15	313	80				
R60277	FA0162965	VL21	2020-02-04	127	95				
R44073	FA0008765	VL25	2020-09-13	264	95				
R43970	FA0038810	VL26	2019-10-27	201	95				
R23655	FA0033814	VL28	2019-05-08	465	95				
R40077	FA0026794	VL29	2019-05-03	357	90				
R23353	FA0026719	VL30	2019-06-18	495	90				
R31010	FA0167790	VL32	2020-05-26	130	90				
R61596	FA0163016	VL33	2018-12-09	100	90				
R21448	FA0163525	VL36	2019-04-17	287	90				
R79834	FA0033214	VL37	2020-02-22	193	90				
R18778	FA0047210	VL38	2019-04-04	367	90				
R42505	FA0061967	VL40	2018-11-09	436	90				
R66255	FA0221468	VL42	2018-02-04	236	90				
R24487	FA0065724	VL44	2020-09-19	357	90				
R12996	FA0241980	VL46	2018-08-22	450	90				
R60210	FA0025674	VL48	2020-05-04	462	90				
R84977	FA0223934	VL50	2018-07-18	403	90				
R52635	FA0005995	VL51	2018-04-09	422	90				
R65638	FA0241817	VL52	2018-06-27	240	90				
R71315	FA0058575	VL53	2020-02-16	125	90				
R13714	FA0036813	VL54	2020-04-14	207	95				
R33657	FA0166474	VL55	2018-10-18	249	95				
R32706	FA0059809	VL56	2020-09-18	144	95				
R30767	FA0049804	VL57	2020-02-11	149	95				
R85248	FA0062442	VL58	2020-07-10	118	94				
R24620	FA0002270	VL61	2019-05-22	191	90				
R58207	FA0058702	VL62	2018-09-20	136	83				
R12301	FA0180006	VL64	2018-07-14	391	83				
R79929	FA0039174	VL66	2019-04-08	113	83				
R24482	FA0024633	VL67	2019-11-10	249	83				
R28504	FA0016305	VL68	2018-10-22	488	83				
R58177	FA0023419	VL71	2020-10-02	104	96				
R55836	FA0011791	VL74	2020-06-24	385	96				
R36123	FA0007274	VL76	2018-10-18	493	96				
R56750	FA0175740	VL80	2020-08-20	199	96				
R65156	FA0044787	VL81	2020-03-11	202	97				
R49651	FA0040261	VL82	2019-09-23	206	97				
R84119	FA0030308	VL89	2020-07-14	257	94				
R51204	FA0072504	VL90	2019-04-14	153	91				
R73210	FA0030253	VL91	2018-08-26	404	91				
R18646	FA0177453	VL92	2019-06-05	171	91				
R17296	FA0224656	VL95	2020-08-18	352	91				
R87467	FA0002912	VL99	2020-02-03	149	91				
R81825	FA0041946	VL10	2018-10-05	469	91				
R42578	FA0171377	VL11	2018-06-05	331	95				
R61603	FA0180095	VL12	2020-08-26	284	95				
R23499	FA0158944	VL13	2018-02-28	294	95				
R72063	FA0063650	VL14	2020-05-20	454	95				
R59634	FA0038231	VL16	2019-03-22	197	98				
R13194	FA0004128	VL17	2019-07-13	156	98				
R11510	FA0172050	VL20	2018-02-20	221	91				
R20492	FA0071157	VL21	2019-02-22	419	91				
R87067	FA0072109	VL25	2020-11-02	257	91				
R83415	FA0047172	VL26	2018-04-19	460	91				
R83619	FA0046132	VL28	2020-08-26	398	91				
R62815	FA0012107	VL29	2018-10-11	105	91				
R15750	FA0241108	VL30	2020-08-10	350	97				
R18292	FA0241616	VL32	2019-09-26	185	97				
R59034	FA0007123	VL33	2018-09-23	164	93				
R58616	FA0175711	VL36	2020-08-15	286	93				
R59196	FA0031969	VL37	2020-08-17	468	93				
R55453	FA0163462	VL38	2018-09-22	101	93				
R45221	FA0022361	VL40	2018-04-19	156	93				
R47828	FA0071042	VL42	2020-05-08	258	91				
R61650	FA0166824	VL44	2019-10-26	449	91				
R15448	FA0174126	VL46	2019-02-12	138	91				
R62297	FA0060637	VL48	2019-11-17	242	91				
R67367	FA0006546	VL50	2020-09-13	342	91				
R66857	FA0061630	VL51	2018-08-27	341	91				
R31255	FA0241435	VL52	2019-06-16	490	91				
R25349	FA0158343	VL53	2020-04-22	464	94				
R46429	FA0066509	VL54	2019-05-14	374	94				
R12546	FA0069157	VL55	2018-03-04	355	94				
R41651	FA0136751	VL56	2020-02-10	174	94				
R22257	FA0069990	VL57	2019-10-23	312	94				
R37160	FA0203260	VL58	2018-02-22	240	94				
R54282	FA0203203	VL61	2020-06-17	320	90				
R76496	FA0020989	VL62	2019-07-14	492	90				
R67105	FA0063573	VL64	2019-09-16	369	90				
R44371	FA0016773	VL66	2020-05-10	116	90				
R72462	FA0037398	VL67	2019-02-04	410	90				
R88570	FA0226209	VL68	2019-06-27	439	90				
R27215	FA0005135	VL71	2019-08-15	316	90				
R80682	FA0048101	VL74	2020-09-26	161	90				
R22422	FA0172129	VL76	2020-03-05	303	90				
R82712	FA0173588	VL80	2020-06-25	275	90				
R87813	FA0024970	VL81	2020-12-11	329	91				
R75188	FA0136729	VL82	2019-07-09	384	91				
R49069	FA0035928	VL89	2020-06-04	368	91				
R36807	FA0068190	VL90	2020-07-09	206	91				
R75792	FA0022146	VL91	2020-05-16	243	91				
R57539	FA0029924	VL92	2020-07-20	262	91				
R19376	FA0138313	VL95	2019-09-17	457	91				
R89579	FA0051128	VL99	2019-04-06	469	91				
R63649	FA0241722	VL10	2020-04-28	163	91				
R69858	FA0039593	VL11	2018-12-13	205	93				
R64294	FA0028390	VL12	2019-03-14	370	93				
R85517	FA0063208	VL13	2019-08-13	289	95				
R14059	FA0167686	VL14	2018-02-16	330	93				
R24468	FA0172406	VL16	2020-07-19	341	93				
R17466	FA0035403	VL17	2019-03-28	374	93				
R17133	FA0144571	VL20	2020-04-26	183	96				
R88492	FA0040692	VL21	2020-10-04	158	96				
R78463	FA0160442	VL25	2020-04-04	275	96				
R88128	FA0062630	VL26	2020-08-15	103	96				
R19589	FA0138022	VL28	2018-10-13	497	96				
R10312	FA0226279	VL29	2020-10-05	181	96				
R58092	FA0006722	VL30	2019-07-26	191	96				
R10816	FA0041151	VL32	2019-03-07	377	98				
R73848	FA0010495	VL33	2019-03-04	241	98				
R41059	FA0046691	VL36	2020-04-16	135	96				
R78473	FA0044741	VL37	2020-06-06	391	96				
R10167	FA0072023	VL38	2018-05-16	333	92				
R38990	FA0018291	VL40	2020-10-12	255	92				
R72250	FA0137098	VL42	2019-10-26	336	92				
R16321	FA0240662	VL44	2019-02-24	231	92				
R81041	FA0064643	VL46	2018-11-14	482	92				
R17640	FA0050838	VL48	2018-10-04	322	92				
R14416	FA0223040	VL50	2018-05-24	240	92				
R82786	FA0045375	VL51	2020-05-24	460	92				
R50700	FA0025469	VL52	2018-06-04	148	92				
R70695	FA0052508	VL53	2020-04-12	152	92				
R13939	FA0023882	VL54	2019-10-11	295	92				
R52772	FA0046096	VL55	2019-02-18	176	92				
R73608	FA0225534	VL56	2018-10-06	139	92				
R74147	FA0230686	VL57	2018-07-22	179	93				
R13712	FA0046963	VL58	2019-10-10	121	93				
R84284	FA0223830	VL61	2020-11-28	208	93				
R44133	FA0067202	VL62	2018-08-04	274	93				
R78741	FA0163263	VL64	2018-12-02	447	93				
R84116	FA0010614	VL66	2019-04-28	249	93				
R40331	FA0053446	VL67	2019-02-18	162	93				
R76108	FA0053418	VL68	2019-02-15	174	93				
R88432	FA0032445	VL71	2019-09-15	122	93				
R89603	FA0047956	VL74	2020-06-23	155	93				
R35461	FA0053417	VL76	2019-04-04	482	97				
R46383	FA0180620	VL80	2019-02-05	194	97				
R55306	FA0164826	VL81	2019-03-26	499	97				
R79626	FA0014711	VL82	2018-06-06	266	96				
R29901	FA0066047	VL89	2020-12-01	340	96				
R43847	FA0140979	VL90	2020-12-04	447	96				
R64113	FA0056781	VL91	2019-05-14	280	90				
R44519	FA0004106	VL92	2019-07-15	132	90				
R21514	FA0177158	VL95	2019-03-21	301	90				
R88873	FA0175192	VL99	2020-04-06	190	90				
R14734	FA0022017	VL10	2019-06-07	438	90				
R16638	FA0012526	VL11	2018-07-26	251	96				
R89154	FA0005771	VL12	2020-04-15	301	96				
R36730	FA0241485	VL13	2019-02-16	408	96				
R65995	FA0067945	VL14	2020-08-07	200	96				
R28857	FA0058592	VL16	2019-09-11	244	94				
R50071	FA0240949	VL17	2020-09-03	220	94				
R31896	FA0030773	VL20	2019-10-22	181	94				
R53627	FA0073549	VL21	2019-06-10	265	94				
R41573	FA0003970	VL25	2020-09-04	253	94				
R55189	FA0036452	VL26	2019-09-24	316	93				
R31206	FA0026903	VL28	2019-06-04	168	93				
R79959	FA0071919	VL29	2020-04-21	467	93				
R60730	FA0240834	VL30	2018-03-07	460	99				
R83370	FA0009477	VL32	2018-12-18	469	93				
R33772	FA0058145	VL33	2018-08-09	231	93				
R64739	FA0140879	VL36	2020-08-09	245	93				
R38129	FA0222000	VL37	2020-06-12	293	99				
R39962	FA0018676	VL38	2020-04-20	168	80				
R69489	FA0158211	VL40	2018-04-05	131	80				
R76489	FA0006193	VL42	2019-11-13	122	80				
R44247	FA0044121	VL44	2019-10-13	269	80				
R86729	FA0050051	VL46	2020-03-26	119	80				
R69395	FA0171882	VL48	2020-08-07	328	80				
R74053	FA0176129	VL50	2020-03-21	156	80				
R45566	FA0160911	VL51	2019-09-27	498	80				
R80774	FA0240886	VL52	2019-07-05	172	80				
R63574	FA0240814	VL53	2020-06-04	382	80				
R74327	FA0172402	VL54	2019-08-14	358	80				
R65276	FA0052818	VL55	2020-11-06	144	80				
R49254	FA0032497	VL56	2018-04-06	432	94				
R69776	FA0176127	VL57	2020-03-26	401	94				
R17566	FA0021619	VL58	2020-10-20	122	94				
R72347	FA0225402	VL61	2019-05-16	357	97				
R72093	FA0241466	VL62	2019-05-02	181	97				
R43418	FA0021749	VL64	2019-07-10	115	97				
R51339	FA0004500	VL66	2018-12-11	214	99				
R78014	FA0069701	VL67	2019-05-24	491	99				
R40941	FA0061794	VL68	2020-09-16	441	99				
R15728	FA0179952	VL71	2018-11-27	482	97				
R72156	FA0068599	VL74	2020-09-20	432	97				
R71341	FA0032615	VL76	2019-06-05	285	91				
R82615	FA0240635	VL80	2020-05-22	411	91				
R89974	FA0241179	VL81	2018-07-09	182	94				
R52044	FA0003849	VL82	2019-11-08	318	91				
R69583	FA0051524	VL89	2020-08-20	495	91				
R60413	FA0164407	VL90	2018-02-22	159	91				
R67855	FA0025322	VL91	2020-06-23	256	91				
R52208	FA0073685	VL92	2018-06-19	184	91				
R32196	FA0070979	VL95	2018-11-16	119	97				
R16872	FA0171314	VL99	2020-11-01	371	97				
R42253	FA0222784	VL10	2020-07-02	340	97				
R42559	FA0023704	VL11	2020-05-21	332	96				
R49968	FA0164967	VL12	2020-10-15	490	96				
R80248	FA0141600	VL13	2020-07-02	107	96				
R86678	FA0029019	VL14	2018-05-20	337	96				
R88427	FA0160422	VL16	2020-08-19	481	95				
R86509	FA0241311	VL17	2020-08-13	130	95				
R30378	FA0044013	VL20	2019-11-18	148	95				
R37105	FA0025677	VL21	2019-05-22	124	95				
R56377	FA0138059	VL25	2018-03-21	255	95				
R26362	FA0166016	VL26	2020-08-19	231	94				
R32952	FA0141589	VL28	2019-04-13	423	94				
R83069	FA0010583	VL29	2019-05-14	423	94				
R77554	FA0073920	VL30	2020-09-19	434	94				
R67482	FA0072758	VL32	2019-08-17	303	94				
R38264	FA0036123	VL33	2020-06-26	476	94				
R85231	FA0032834	VL36	2018-08-11	450	87				
R20315	FA0166286	VL37	2018-10-09	290	87				
R16697	FA0042764	VL38	2019-03-12	280	87				
R48090	FA0042340	VL40	2019-12-16	443	87				
R76960	FA0158176	VL42	2020-12-13	328	87				
R51141	FA0045900	VL44	2018-09-13	374	87				
R30025	FA0138809	VL46	2020-08-23	136	87				
R43086	FA0138499	VL48	2020-10-19	343	87				
R88848	FA0167646	VL50	2020-10-14	210	87				
R77511	FA0158882	VL51	2020-05-26	463	87				
R52961	FA0070782	VL52	2019-06-09	249	94				
R13881	FA0163503	VL53	2019-07-22	419	94				
R28431	FA0021060	VL54	2019-09-22	379	94				
R10008	FA0030095	VL55	2020-02-25	228	94				
R45962	FA0008304	VL56	2018-10-12	160	95				
R65725	FA0063869	VL57	2019-12-05	274	95				
R89300	FA0051202	VL58	2018-11-23	357	95				
R17768	FA0202559	VL61	2019-03-07	316	95				
R86173	FA0172010	VL62	2020-08-28	125	93				
R74463	FA0166851	VL64	2018-12-13	439	93				
R55020	FA0044722	VL66	2018-08-28	356	93				
R33000	FA0027993	VL67	2019-05-28	241	93				
R39960	FA0140978	VL68	2020-05-04	140	93				
R36141	FA0070603	VL71	2019-03-22	198	93				
R83736	FA0068786	VL74	2018-08-11	233	93				
R61244	FA0059631	VL76	2019-08-23	490	95				
R52659	FA0009569	VL80	2019-08-12	457	95				
R64715	FA0054098	VL81	2018-03-12	170	95				
R34453	FA0158288	VL82	2020-09-14	249	95				
R75864	FA0016455	VL89	2020-03-06	306	92				
R33089	FA0009437	VL90	2019-08-02	105	92				
R50479	FA0049590	VL91	2018-09-04	255	92				
R17383	FA0177662	VL92	2018-10-22	306	92				
R62605	FA0202863	VL95	2019-10-20	246	92				
R54029	FA0174893	VL99	2018-04-11	220	92				
R67620	FA0041294	VL10	2020-11-24	102	92				
R89381	FA0060594	VL11	2018-09-14	237	98				
R56965	FA0018099	VL12	2018-07-15	101	98				
R72641	FA0163034	VL13	2020-10-26	353	91				
R41222	FA0239280	VL14	2018-05-11	467	91				
R27572	FA0065863	VL16	2018-09-26	119	91				
R79172	FA0021530	VL17	2018-11-01	310	91				
R69100	FA0159285	VL20	2018-10-26	435	91				
R42520	FA0019809	VL21	2020-11-28	139	94				
R68181	FA0038053	VL25	2018-03-18	469	94				
R89357	FA0037601	VL26	2019-07-22	239	94				
R41079	FA0036370	VL28	2019-04-18	304	94				
R81059	FA0026265	VL29	2019-10-14	138	94				
R62799	FA0012350	VL30	2018-08-19	395	99				
R40580	FA0167272	VL32	2018-10-20	149	98				
R81042	FA0167501	VL33	2018-02-04	353	98				
R26103	FA0019767	VL36	2018-11-13	210	95				
R25097	FA0039016	VL37	2018-09-10	306	95				
R28312	FA0203311	VL38	2020-04-22	197	95				
R69492	FA0172131	VL40	2019-08-06	333	95				
R87674	FA0033183	VL42	2019-03-01	152	85				
R61490	FA0019856	VL44	2018-10-22	449	85				
R42023	FA0050327	VL46	2020-07-19	380	85				
R62771	FA0222990	VL48	2018-05-09	491	85				
R11895	FA0054868	VL50	2020-12-23	226	85				
R26158	FA0040355	VL51	2018-06-13	440	85				
R89081	FA0021262	VL52	2019-04-28	453	85				
R33959	FA0064528	VL53	2019-03-24	494	85				
R55526	FA0072870	VL54	2020-12-04	499	85				
R36830	FA0167807	VL55	2019-10-10	451	85				
R10935	FA0224444	VL56	2018-08-26	342	98				
R82546	FA0011968	VL57	2018-12-09	475	98				
R22844	FA0013954	VL58	2019-11-16	330	92				
R40980	FA0049739	VL61	2018-09-21	250	92				
R74497	FA0164405	VL62	2019-10-02	421	92				
R61194	FA0240581	VL64	2019-10-13	421	92				
R42888	FA0034345	VL66	2020-12-23	203	92				
R79775	FA0060940	VL67	2020-09-06	244	96				
R62606	FA0203332	VL68	2018-07-26	408	96				
R54522	FA0055466	VL71	2019-08-10	346	96				
R62937	FA0158821	VL74	2020-08-15	267	96				
R57204	FA0065062	VL76	2018-08-27	477	95				
R58094	FA0008522	VL80	2020-06-11	350	95				
R22321	FA0222839	VL81	2019-08-04	347	95				
R13662	FA0138254	VL82	2018-06-11	482	95				
R66534	FA0160043	VL89	2019-08-16	449	91				
R54594	FA0012976	VL90	2018-03-27	181	91				
R65598	FA0019955	VL91	2018-11-04	269	91				
R39932	FA0070269	VL92	2018-03-24	138	91				
R74042	FA0179962	VL95	2019-05-02	229	91				
R60719	FA0020251	VL99	2020-07-21	231	91				
R23708	FA0038847	VL10	2019-06-06	332	95				
R19140	FA0017211	VL11	2018-05-14	366	95				
R21017	FA0180155	VL12	2018-04-22	255	95				
R87092	FA0065052	VL13	2018-07-01	312	95				
R55009	FA0058896	VL14	2018-03-23	290	95				
R32919	FA0160027	VL16	2020-10-14	302	93				
R65792	FA0203410	VL17	2018-10-04	451	93				
R89394	FA0030366	VL20	2020-05-16	479	93				
R40518	FA0139053	VL21	2020-05-28	484	93				
R61271	FA0068732	VL25	2019-08-09	164	93				
R78406	FA0034809	VL26	2018-06-16	259	93				
R63720	FA0054379	VL28	2019-12-25	415	93				
R73929	FA0167309	VL29	2019-02-04	460	99				
R19127	FA0029722	VL30	2018-02-10	194	93				
R26582	FA0037588	VL32	2020-12-11	409	93				
R50352	FA0073506	VL33	2019-06-24	252	93				
R89183	FA0163707	VL36	2019-10-16	449	93				
R39930	FA0180011	VL37	2018-10-04	473	93				
R15585	FA0071229	VL38	2018-10-04	234	93				
R42430	FA0240950	VL40	2020-10-27	192	94				
R12906	FA0169911	VL42	2019-10-14	264	94				
R79404	FA0172395	VL44	2018-04-24	416	94				
R82607	FA0166616	VL46	2020-06-10	349	94				
R41899	FA0240887	VL48	2020-10-05	244	94				
R11853	FA0038650	VL50	2018-11-26	363	94				
R54640	FA0048690	VL51	2020-09-15	401	94				
R65923	FA0062644	VL52	2018-02-21	335	94				
R11595	FA0053153	VL53	2019-02-15	126	94				
R58782	FA0223765	VL54	2020-04-24	168	94				
R66444	FA0009552	VL55	2020-11-22	193	94				
R29784	FA0240652	VL56	2020-06-08	355	97				
R71710	FA0044404	VL57	2020-02-05	123	97				
R50061	FA0014977	VL58	2018-02-24	420	97				
R47848	FA0023690	VL61	2019-11-25	208	90				
R17913	FA0160472	VL62	2019-08-03	362	90				
R14851	FA0033351	VL64	2018-03-23	180	90				
R14264	FA0144537	VL66	2018-11-07	246	90				
R25212	FA0043665	VL67	2019-12-26	355	90				
R25822	FA0012367	VL68	2018-06-26	416	90				
R11080	FA0027601	VL71	2020-11-05	345	95				
R38793	FA0012348	VL74	2019-12-23	247	95				
R20355	FA0060547	VL76	2020-04-08	109	95				
R60936	FA0014310	VL80	2020-11-07	205	95				
R19837	FA0013035	VL81	2019-12-19	196	94				
R11976	FA0024704	VL82	2020-08-15	134	94				
R63272	FA0002784	VL89	2018-03-03	244	94				
R80678	FA0032270	VL90	2019-03-06	415	94				
R81401	FA0046823	VL91	2019-10-12	335	94				
R51534	FA0011129	VL92	2020-03-19	450	94				
R46300	FA0038790	VL95	2018-07-05	340	91				
R38255	FA0026171	VL99	2018-04-18	197	91				
R20180	FA0036267	VL10	2019-09-26	281	91				
R32407	FA0167783	VL11	2018-07-27	458	91				
R39360	FA0239193	VL12	2020-04-03	268	91				
R76004	FA0043513	VL13	2020-07-14	230	91				
R80728	FA0017989	VL14	2018-12-04	138	91				
R30456	FA0166037	VL16	2020-08-22	279	93				
R78833	FA0052020	VL17	2019-05-26	221	93				
