FacilityID,FacilityName,FacilityCity,FacilityAddress,OwnerID
FA0063280,SMART DOLLAR AND UP,LOS ANGELES,2856 W SUNSET BLVD,OW0101202
FA0033685,ANA'S MINI MARKET,LOS ANGELES,2500 S HOOPER AVE,OW0034451
FA0023106,SCHWARTZ CATERING,LOS ANGELES,4433 S ALAMEDA ST UNIT D-27,OW0226866
FA0013679,LULUMINI MARKET,LOS ANGELES,5019 S BROADWAY,OW0248647
FA0032262,PETE'S MARKET,LOS ANGELES,829 E VERNON AVE,OW0030706
FA0052714,CHINA COAST,LOS ANGELES,1901 W 8TH ST STE A,OW0024210
FA0062943,MOM'S BARGIN,LOS ANGELES,805 S INDIANA ST,OW0029382
FA0071492,TRAVEL TRADERS #730,LOS ANGELES,5633 W ADAMS BLVD,OW0249498
FA0061410,ENJOY BARGAIN,LOS ANGELES,501 N ECHANDIA ST,OW0020818
FA0164632,GUADALAJAR MEAT MARKET,LOS ANGELES,4715 S AVALON BLVD,OW0032256
FA0163603,CRATE & BARREL,LOS ANGELES,11260 OLYMPIC BLVD,OW0011708
FA0172044,103RD MARKET,LOS ANGELES,1617 S LA BREA AVE,OW0034138
FA0144570,NEW DOWNTOWN CAFE & MINIMART,LOS ANGELES,4060 BEVERLY BLVD,OW0027406
FA0065136,EVA'S LIQUOR,LOS ANGELES,3088 W PICO BLVD,OW0237497
FA0068229,LAX SOUVENIERS AND GIFT SHOP,LOS ANGELES,10860 SANTA MONICA BLVD,OW0183334
FA0142827,KKINI,LOS ANGELES,8910 1/2 S BROADWAY,OW0235533
FA0055754,LEE IN KU'S MOBIL GAS & SNAC,LOS ANGELES,2007 VENICE BLVD,OW0027586
FA0067190,EL MILAGRO MINI MARKET,LOS ANGELES,7731 EASTERN AVE,OW0012953
FA0151602,MARY MINI MARKET,LOS ANGELES,116 N ROWAN AVE,OW0013219
FA0046256,DELEK,LOS ANGELES,6622 CRENSHAW BLVD,OW0129707
FA0022909,TINTORERA,LOS ANGELES,2115 W JEFFERSON BLVD,OW0125131
FA0159719,MINI FOOD MART,LOS ANGELES,4433 S ALAMEDA ST # C-19,OW0033235
FA0020423,BUENO BONITO BARATO,LOS ANGELES,965 N VIGNES ST UNIT 6,OW0006487
FA0027765,EXPO MINI MARKET,LOS ANGELES,4016 E 1ST ST,OW0016280
FA0141253,STARBUCKS #22601,LOS ANGELES,2930 W PICO BLVD,OW0005290
FA0203662,AM PM MINI MARKET,LOS ANGELES,6720 S CENTRAL AVE,OW0129749
FA0165212,MATEO'S MINI MARKET,LOS ANGELES,310 S LA BREA AVE STE E,OW0236259
FA0040611,EASTSIDE MARKET LLC,LOS ANGELES,3956 WHITTIER BLVD,OW0230147
FA0039441,DOLLAR BARGIN,LOS ANGELES,1753 W CENTURY BLVD,OW0181657
FA0162932,CALI DOLLAR & UP,LOS ANGELES,3521 E 4TH ST,OW0126724
FA0137630,DOUBLE TREE GIFT SHOP #31,LOS ANGELES,1700 E FIRESTONE BLVD,OW0030428
FA0041563,EL RINCONCITO WATER MARKET,LOS ANGELES,6206 S VERMONT AVE,OW0227242
FA0065896,VOA PATHWAYS TO HOME SHELTER,LOS ANGELES,3131 EDWARD AVE,OW0002750
FA0028459,CENTURY CITY - 76,LOS ANGELES,4731 EAGLE ROCK BLVD,OW0039131
FA0179800,LA MARKET & LIQUOR,LOS ANGELES,4183 S FIGUEROA ST,OW0229621
FA0012097,ROSECRANS USA MART,LOS ANGELES,3903 WHITTIER BLVD,OW0015437
FA0016797,30TH STREET MARKET,LOS ANGELES,1012 E FLORENCE AVE,OW0040166
FA0030680,SEVENTH-DAY ADVENTIST CHURCH,LOS ANGELES,2911 N SAN FERNANDO RD,OW0124268
FA0036256,CHICK-FIL-A @USC # 2650,LOS ANGELES,247 E MANCHESTER AVE,OW0009940
FA0175817,PASTA E PASTA BY ALLEGRO,LOS ANGELES,4301 S FIGUEROA ST # G,OW0228883
FA0025625,ORDONEZ MINI MARKET,LOS ANGELES,5036 WHITTIER BLVD,OW0039681
FA0002153,ROSS DRESS FOR LESS STORE #1285,LOS ANGELES,1820 W 54TH ST,OW0038489
FA0165428,BH MARRIOTT BAR,LOS ANGELES,6225 CENTURY BLVD,OW0019456
FA0063633,HERNANDEZ DISCOUNT STORE,LOS ANGELES,11740 SAN VICENTE BLVD STE 114,OW0105446
FA0179816,UNITED OIL #160,LOS ANGELES,1001 S BROADWAY # C,OW0030410
FA0065959,EXPRESS LOTTO,LOS ANGELES,3029 WABASH AVE,OW0179023
FA0180030,LUCKY 99 CENTS & UP STORE,LOS ANGELES,2070 CENTURY park E,OW0006511
FA0049984,LETTE MACARONS,LOS ANGELES,3779 E OLYMPIC BLVD,OW0236148
FA0203382,PETROL X ONE LLC,LOS ANGELES,2020 S FIGUEROA ST,OW0005012
FA0203748,MICKEYS 98 CENT STORE,LOS ANGELES,555 S FLOWER ST 51ST,OW0228484
FA0163489,WORLD'S HARVEST CHARITIES AND FAMILY SERVICES,LOS ANGELES,1163 VENICE BLVD,OW0032029
FA0069781,ROBERTITO'S MARKETITA,LOS ANGELES,2035 W 7TH ST,OW0017342
FA0019696,IVON CAFE,LOS ANGELES,189 THE GROVE DR F-90,OW0106362
FA0063046,PICO DONUT,LOS ANGELES,5205 E OLYMPIC BLVD,OW0021850
FA0026530,TWINKLE BROWN SUGAR,LOS ANGELES,4002 S AVALON BLVD,OW0014429
FA0164380,NUTRICION GRACE,LOS ANGELES,3450 OVERLAND AVE,OW0181927
FA0172267,PROVIDEO 99â€º & MINI MART,LOS ANGELES,3981 WHITTIER BLVD,OW0022715
FA0044618,STARBUCKS #19883,LOS ANGELES,3411 W FLORENCE AVE,OW0242900
FA0009364,LUNA MARKETS,LOS ANGELES,5845 S FIGUEROA ST,OW0105705
FA0035330,LUCKY GROCERY MARKET,LOS ANGELES,3425 E 1ST ST STE 112,OW0037155
FA0143530,SOMSEENEH,LOS ANGELES,2171 W FLORENCE AVE,OW0226565
FA0014099,STARBUCKS COFFEE #25043,LOS ANGELES,650 S HILL ST STE S-1,OW0105320
FA0070243,CVS/PHARMACY #8886,LOS ANGELES,2935 BEVERLY BLVD,OW0246114
FA0036352,GALDYS 98 CENT STORES,LOS ANGELES,12726 S WESTERN AVE,OW0238619
FA0066343,BIG SPIRITS,LOS ANGELES,1001 S ALVARADO ST,OW0009111
FA0058969,CLINICA NATURISTA EL SENOR DE LOS MILAGROS,LOS ANGELES,107 E JAPANESE VILLAGE WAY,OW0028128
FA0018407,EL QUETZAL MINI MARKET,LOS ANGELES,3195 W OLYMPIC BLVD,OW0237341
FA0136635,H & K  MINI MART,LOS ANGELES,380 WORLD WAY T59,OW0243447
FA0061169,TODO BARATO 99 CENTS PLUS,LOS ANGELES,3627 E CESAR CHAVEZ AVE,OW0005381
FA0203304,INDIANA DAIRY MARKET,LOS ANGELES,10250 SANTA MONICA BLVD FC08,OW0028110
FA0203355,CABIN LIQUOR STORE,LOS ANGELES,4625 S CENTRAL AVE,OW0208037
FA0025815,MARINA TRES MARKET,LOS ANGELES,10425 VENICE BLVD,OW0026855
FA0176956,LA GUADALUPANA,LOS ANGELES,11300 VENICE BLVD,OW0239592
FA0009275,MICHAELS  #5035,LOS ANGELES,380 WORLD WAY T19,OW0237686
FA0015488,WINGSTOP REST #3,LOS ANGELES,7111 S MAIN ST,OW0183179
FA0052576,YEKTA RESTAURANT,LOS ANGELES,750 N HILL ST STE R,OW0025295
FA0065315,LA BREA LIQUORS,LOS ANGELES,6512 N FIGUEROA ST,OW0006488
FA0203418,RAAD MART,LOS ANGELES,5805 S CRENSHAW BLVD,OW0015846
FA0033766,GENESIS SHOES,LOS ANGELES,100 WORLD WAY # TM23,OW0029569
FA0018327,A&S LIQUOR MARKET,LOS ANGELES,2240 W TEMPLE ST,OW0128509
FA0046080,TONY'S MOBIL,LOS ANGELES,4730 S NORMANDIE AVE,OW0025328
FA0179324,SUSYS MINIMARKET,LOS ANGELES,5634 HOLLYWOOD BLVD,OW0021145
FA0068296,JUST BASICS 99 CENT AND UP MARKET,LOS ANGELES,2856 SUNSET BLVD,OW0014102
FA0032109,SUNNY LAUNDRY AND MARKET,LOS ANGELES,652 N BROADWAY # #B,OW0021844
FA0062747,ZOZOYA'S LIQUOR,LOS ANGELES,238 E EL SEGUNDO BLVD,OW0130545
FA0173728,CHILE SERRANO DISCOUNT STORE,LOS ANGELES,816 S GRAND AVE,OW0035980
FA0004689,CENTURY LIQUOR STORE,LOS ANGELES,3425 E 1ST ST # 2123,OW0242692
FA0019630,BOTANICA LUZ #2,LOS ANGELES,701 N NORMANDIE AVE,OW0027617
FA0006618,YAYO TACO,LOS ANGELES,2000 AVENUE OF THE STARS 30,OW0123719
FA0164478,GUADALUPE MARKET,LOS ANGELES,1081 W MARTIN LUTHER KING JR BLVD,OW0030814
FA0068262,ROSEMARY'S GRILL,LOS ANGELES,1977 CARMEN AVE,OW0040298
FA0032492,GALINDO MINI MARKET,LOS ANGELES,5684 W YORK BLVD,OW0001034
FA0203259,YASSA SMOKE SHOP,LOS ANGELES,601 N BREED ST,OW0033830
FA0179699,SHYREA'S LIQUOR,LOS ANGELES,735 E 12TH ST # 412,OW0017480
FA0069830,DRIVE-IN RANCHO MARKET,LOS ANGELES,4860 HUNTINGTON DR S,OW0031653
FA0028586,EL PARAISO,LOS ANGELES,100 E CENTURY BLVD SUIT C,OW0035638
FA0050059,ESCALON STORE,LOS ANGELES,10250 SANTA MONICA BLVD # 9170,OW0128031
FA0005156,MANNA MARKET,LOS ANGELES,3183 WILSHIRE BLVD # #181,OW0035036
FA0142472,GLORIA'S CAFE FOOD SERVICE,LOS ANGELES,5301 E BEVERLY BLVD,OW0250301
FA0005463,USC HEALTH SCIENCES BOOKSTORE,LOS ANGELES,3227 W 54TH ST,OW0036363
FA0007055,CORNER CUISINE MEDITERRANEAN RESTAURANT,LOS ANGELES,4122 WHITTIER BLVD,OW0238756
FA0180871,EAGLE ROCK MARKET & LIQUOR,LOS ANGELES,123 E ASTRONAUT E S ONIZUKA ST #108,OW0250387
FA0051250,CASA DE DOLLAR,LOS ANGELES,6221 S MAIN ST,OW0015333
FA0038200,HERBS OF MEXICO,LOS ANGELES,1001 WESTWOOD BLVD,OW0012761
FA0020934,DUKES LIQUOR,LOS ANGELES,5934 SANTA MONICA BLVD,OW0009661
FA0033522,CAFE RIBET,LOS ANGELES,5820 FIGUEROA ST,OW0240830
FA0159127,CCKSW,LOS ANGELES,5204 MELROSE AVE,OW0124236
FA0177069,TRAVEL TRADERS #729,LOS ANGELES,1985 W ADAMS BLVD STE #103,OW0035686
FA0061129,GENESIS MARKET,LOS ANGELES,11944 W OLYMPIC BLVD,OW0244783
FA0012005,SUPER DOLLAR & PLUS,LOS ANGELES,4818 E OLYMPIC BLVD,OW0014073
FA0174450,SINAI MINI MARKET,LOS ANGELES,2965 S SEPULVEDA BLVD,OW0004642
FA0015200,TRAVEL TRADERS #3115,LOS ANGELES,629 S HILL ST # 61-A,OW0126873
FA0029413,MOE'S FINE WINES,LOS ANGELES,2480 S SEPULVEDA BLVD,OW0236942
FA0203341,MEGA BODEGA,LOS ANGELES,1600 HILL ST # B,OW0027941
FA0022677,JOY MART DISCOUNT,LOS ANGELES,225 S GAREY ST,OW0126803
FA0178898,RAMIREZ MARKET PLACE,LOS ANGELES,5500 S CENTRAL AVE,OW0029458
FA0025875,OFFICE DEPOT # 900,LOS ANGELES,654 S MAIN ST,OW0007580
FA0039061,STARBUCKS #28051,LOS ANGELES,1690 S ALAMEDA ST,OW0250394
FA0038466,CITY CLUB OF LA,LOS ANGELES,300 WORLD WAY # 336,OW0032106
FA0048634,MACY'S DEPARTMENT STORES INC,LOS ANGELES,2880 W 7TH ST,OW0248522
FA0046846,LA ESQUINITA,LOS ANGELES,333 1/2 E FLORENCE AVE,OW0248726
FA0037045,BOTICA DEL PUEBLO,LOS ANGELES,1637 FIRESTONE BLVD,OW0026268
FA0177766,MIKE'S DELI #2,LOS ANGELES,735 S FIGUEROA ST #210,OW0002888
FA0057330,VERONICA DISCOUNT STORE,LOS ANGELES,1995 E FLORENCE AVE,OW0125130
FA0159371,S H LIQUOR MARKET,LOS ANGELES,304 ORD ST,OW0178692
FA0042568,7-ELEVEN #13731-B,LOS ANGELES,4802 MELROSE AVE,OW0030054
FA0060545,7-ELEVEN STORE 37061A,LOS ANGELES,4400 S AVALON BLVD,OW0017040
FA0026705,HRCO SNACK SHOP,LOS ANGELES,4425 S NORMANDIE AVE,OW0033717
FA0163846,FIGUEROA MINI MARKET,LOS ANGELES,6081 CENTER DR # 118,OW0036867
FA0033598,INTERNATIONAL DELI TORTILLERIA,LOS ANGELES,4813 S MAIN ST # T,OW0038471
FA0031430,QUICKMART,LOS ANGELES,4253 S MAIN ST,OW0006528
FA0014987,THE COFFEE BEAN & TEA LEAF STORAGE,LOS ANGELES,6424 S VERMONT AVE,OW0248664
FA0012620,AFC SUSHI AT RALPH'S # 283,LOS ANGELES,1205 W VENICE BLVD,OW0208938
FA0054403,7-STAR COFFEE #3,LOS ANGELES,152 S FRESNO ST,OW0023330
FA0072639,EMILIO'S DISCOUNT STORE,LOS ANGELES,9467 S NORMANDIE AVE,OW0238123
FA0031021,G&M OIL #99,LOS ANGELES,4645 VENICE BLVD,OW0248949
FA0018139,EL MONTOSO MINI MARKET,LOS ANGELES,6225 S FIGUEROA ST,OW0038319
FA0166663,LETTE LITTLE TOKYO,LOS ANGELES,3425 E 1ST ST #003 -005,OW0100774
FA0039368,CO CO FRUIT,LOS ANGELES,1741 E 120TH ST,OW0013119
FA0202986,CNN NEWS #1248,LOS ANGELES,3500 W 6TH ST # 108,OW0038850
FA0063860,CVS/PHARMACY #10509,LOS ANGELES,316 E PICO BLVD STE B,OW0186162
FA0202972,TIPSY COW,LOS ANGELES,4253 CITY TERRACE AVE,OW0039121
FA0174908,TIENDA QUETZAL,LOS ANGELES,4137 W PICO BLVD,OW0034917
FA0064419,STARBUCKS COFFEE #9234,LOS ANGELES,10700 SANTA MONICA BLVD # 150,OW0006880
FA0027139,PALM TREE LIQUOR STORE,LOS ANGELES,1501 N CAHUENGA BLVD,OW0039141
FA0026013,THE COFFEE BEAN & TEA LEAF #314,LOS ANGELES,4433 S ALAMEDA ST UNIT B-19,OW0177972
FA0177108,HILLCREST LIQUOR,LOS ANGELES,449 W IMPERIAL HWY,OW0016580
FA0048709,LEON'S MINI MARKET,LOS ANGELES,1441 WESTWOOD BLVD # A,OW0013765
FA0032274,J'S CORNER STORE,LOS ANGELES,3425 E 1ST ST # 152,OW0105348
FA0068454,LIAN SHING HONG,LOS ANGELES,200 WORLD WAY # 239,OW0023970
FA0202826,MOTHERS NUTRITIONAL CTR #453,LOS ANGELES,842 E JEFFERSON BLVD,OW0028070
FA0202980,CRENSHAW ENERGY & RETAIL,LOS ANGELES,11901 SANTA MONICA BLVD STE 112,OW0021536
FA0067914,HUDSON NEWS - TICKETING,LOS ANGELES,3456 MOTOR AVE,OW0013724
FA0176665,CAVA MEZZA GRILL USC,LOS ANGELES,8526 LINCOLN BLVD,OW0026571
FA0143180,EINSTEIN BEGELS,LOS ANGELES,11022 S AVALON BLVD,OW0023489
FA0045382,MINI MARKET Y VARIEDADES,LOS ANGELES,3425 E 1ST ST STE 124,OW0037114
FA0049149,MARIA'S MINI MARKET,LOS ANGELES,11810 S FIGUEROA ST,OW0227657
FA0029575,THE KNOW WHERE,LOS ANGELES,5909 S BROADWAY,OW0099682
FA0035256,ACADEMY LA - KITCHEN & LIVING ROOM BAR,LOS ANGELES,635 S ROWAN AVE,OW0021715
FA0062103,P M MARKET,LOS ANGELES,4808 TOWNSEND AVE,OW0036616
FA0012155,CHINA BOOK STORE,LOS ANGELES,5911 S VERMONT AVE,OW0250200
FA0171612,E&H 98Â¢ BARGAIN PLUS STORE,LOS ANGELES,4550 W PICO BLVD # C304,OW0114906
FA0177571,1 DOLLAR STORE,LOS ANGELES,2304 UNION AVE,OW0124308
FA0171495,CANELA COCINA LATINA,LOS ANGELES,10406 S FIGUEROA ST,OW0019810
FA0137500,ANDANTE COFFEE ROASTERS  INC,LOS ANGELES,4030 BEVERLY BLVD,OW0032658
FA0180897,TAMPICO MARKET,LOS ANGELES,4625 HOOPER AVE,OW0007904
FA0070580,WINGS & TAILS,LOS ANGELES,510 S ATLANTIC BLVD,OW0023128
FA0038565,CHICKS PERFUMES COSMETICS & BEAUTY SUPPLY,LOS ANGELES,10250 SANTA MONICA BLVD # 1865,OW0022942
FA0044471,I & A LIQUOR,LOS ANGELES,5200 E WHITTIER BLVD,OW0249993
FA0055163,MCDONALDâ€™S #1126,LOS ANGELES,10250 SANTA MONICA BLVD # 2650,OW0250066
FA0027072,THE MONASTERY OF THE ANGELS,LOS ANGELES,10900 WILSHIRE BLVD,OW0099480
FA0068588,5684 YORK RESTAURANT,LOS ANGELES,7528 FIGUEORA ST,OW0031581
FA0167656,C&M MARKET,LOS ANGELES,1620 W SUNSET BLVD,OW0038132
FA0002287,TEN-TEN,LOS ANGELES,1261 E FLORENCE AVE,OW0238046
FA0030606,LUCIFERS PIZZA,LOS ANGELES,319 E 2ND ST STE 202,OW0235218
FA0025597,ASK AM PM,LOS ANGELES,3130 W 8TH ST,OW0039162
FA0022479,L.A. MINI MARKET,LOS ANGELES,2250 N FIGUEROA ST,OW0245765
FA0032077,GROM,LOS ANGELES,9522 1/2 S FIGUEROA ST,OW0240834
FA0137704,TWENTIETH CENTURY STUDIO STO,LOS ANGELES,800 N BROADWAY STE #B,OW0104749
FA0043891,BOTELLO'S MARKET,LOS ANGELES,5611 N FIGUEROA ST STE 3,OW0022124
FA0035645,CRENSHAW OIL,LOS ANGELES,12705 S MAIN ST,OW0185367
FA0061605,MIRANDA'S MINI MARKET,LOS ANGELES,1869 E 1ST ST,OW0181024
FA0006475,STARBUCKS COFFEE #5793,LOS ANGELES,734 N BROADWAY,OW0237821
FA0060289,HISAYA KYOTO CHESTNUTS CAFE,LOS ANGELES,621 S WESTERN AVE,OW0226980
FA0202558,GARCIA'S DISCOUNT,LOS ANGELES,380 WORLD WY STE T03,OW0021187
FA0166633,ARCOIRIS 99 CENTS,LOS ANGELES,800 S WESTERN AVE STE 100,OW0100759
FA0072706,CVS/PHARMACY #5828,LOS ANGELES,1055 WILSHIRE BLVD # GN5,OW0126910
FA0062011,DICA 99 UP,LOS ANGELES,4307 S AVALON BLVD,OW0182040
FA0032984,CARSON-WILMINGTON  INC,LOS ANGELES,11932 SANTA MONICA BLVD,OW0183547
FA0030934,82 MARKET,LOS ANGELES,3455 E CITY TERRACE DR,OW0010052
FA0160725,EL DISCOUNT,LOS ANGELES,3300 OVERLAND AVE #107,OW0018044
FA0071706,DUVI MARKET,LOS ANGELES,6801 HOLLYWOOD BLVD # 315B,OW0013042
FA0006603,FRANKIE'S PRODUCE,LOS ANGELES,853 E 91ST ST,OW0026638
FA0025772,GABE'S BAR,LOS ANGELES,8474 W 3RD ST STE 101,OW0009535
FA0064972,CUSTOM HOTEL - POOL BAR & STORAGE,LOS ANGELES,3650 W MLK BLVD # 268A,OW0021348
FA0039523,CALIFORNIA FAMILY PHARMACY INC,LOS ANGELES,422 E WASHINGTON BLVD,OW0019529
FA0167730,INKO NITO,LOS ANGELES,3939 S VERMONT AVE,OW0028328
FA0002477,D.L.S DISCOUNT,LOS ANGELES,5724 S BROADWAY,OW0129859
FA0070326,HANNA SUSHI,LOS ANGELES,707 E 4TH PL,OW0033169
FA0027194,HAHN HARRY,LOS ANGELES,10612 NATIONAL BLVD,OW0001927
FA0202753,PLACITA MKT LA OAXAQUENA INC,LOS ANGELES,3763 S WESTERN AVE,OW0242329
FA0009339,ANITA'S MARKET,LOS ANGELES,4824 1/2 S AVALON BLVD,OW0039105
FA0009707,ANGIE'S LIQOUR,LOS ANGELES,3650 W MARTIN LUTHER KING JR BLVD STE 245,OW0006149
FA0014744,ALIPAPA MINI MARKET,LOS ANGELES,5611 FIGUEROA ST STE 211,OW0025691
FA0060668,SPRINKLES CALIFORNIA LLC,LOS ANGELES,2527 54TH ST,OW0181087
FA0162774,U PAY LESS,LOS ANGELES,6401 S MAIN ST,OW0037014
FA0141946,CARLS JR #404,LOS ANGELES,250 S ATLANTIC BLVD,OW0002152
FA0066009,WING N' FISH,LOS ANGELES,8500 BEVERLY BLVD STE 644,OW0124526
FA0167329,MARVIN'S MARKET,LOS ANGELES,6420 S BROADWAY AVE,OW0101783
FA0007753,YUM YUM DONUTS #13C FRANCHISE,LOS ANGELES,453 E ADAMS BLVD,OW0019097
FA0037930,FAIRFAX FISHERY AKA FISHERY LA,LOS ANGELES,4433 S ALAMEDA ST # #D23,OW0018276
FA0058855,FRANKLIN ARGYLE INC.,LOS ANGELES,5139 AVALON BLVD,OW0006627
FA0061019,CHALLIO'S MEAT MARKET,LOS ANGELES,12131 WASHINGTON PL STE E,OW0037012
FA0025370,YASMIN MARKET & 99 CENT,LOS ANGELES,440 E FLORENCE AVE STE B,OW0236285
FA0025371,AHMANSON FOUNDERS ROOM,LOS ANGELES,1316 VENICE BLVD,OW0010561
FA0006469,TEITA'S MARKET,LOS ANGELES,4912 S HOOPER AVE,OW0002358
FA0166975,EL DORADO NIGHT CLUB,LOS ANGELES,357 S BROADWAY,OW0249106
FA0159736,700 SOUTH VERMONT CORP,LOS ANGELES,701 W CESAR E. CHAVEZ AVE # 108,OW0128184
FA0037641,BOTTOM UP LIQUOR STORE,LOS ANGELES,2825 W SLAUSON AVE,OW0009101
FA0039286,EL QUETZAL #5,LOS ANGELES,10877 WILSHIRE BLVD # P1,OW0012035
FA0066157,KAREN MINI MARKET,LOS ANGELES,9228 S VERMONT AVE,OW0185459
FA0071892,S M AND B LIQUORS INC,LOS ANGELES,1856 WASHINGTON BLVD,OW0008463
FA0202733,WORLD ON WHEELS,LOS ANGELES,9909 S COMPTON AVE,OW0033414
FA0167133,GAGE MARKET,LOS ANGELES,131 S BARRINGTON AVE,OW0121281
FA0143096,EL MERCADITO - GENERAL STORE,LOS ANGELES,5879 S FIGUEROA ST,OW0024780
FA0006620,NECESSITIES OF LIFE PROGRAM,LOS ANGELES,380 WORLD WAY # R20,OW0115435
FA0177821,CALI  NATURAL,LOS ANGELES,3501 S CENTINELA AVE,OW0250253
FA0156837,CHINA FOOD SERVICES,LOS ANGELES,6125 S MAIN ST,OW0017276
FA0167614,KINGS LIQUOR,LOS ANGELES,1345 W MANCHESTER AVE STE C,OW0239676
FA0010529,HI MARKET,LOS ANGELES,380 WORLD WAY STE T89,OW0021931
FA0167310,TUSCAN SON,LOS ANGELES,4030 1/2 BEVERLY BLVD,OW0023976
FA0006528,GROUNDWORK,LOS ANGELES,3476 WHITTIER BLVD 101-2,OW0006860
FA0010298,CENTRO NATRULISTA EMMANUEL,LOS ANGELES,2371 W 48TH ST,OW0130208
FA0159439,SOUTH CITY GAS,LOS ANGELES,7831 S BROADWAY,OW0007608
FA0171864,CANDILEJAS CAFE #2,LOS ANGELES,9920 S HOOVER ST,OW0248347
FA0044875,FREEDMANS,LOS ANGELES,1447 3RD ST,OW0183342
FA0068686,CNBC SMART SHOP,LOS ANGELES,5107 VENICE BLVD,OW0009547
FA0159435,JEFFERSON MARKET,LOS ANGELES,1433 W 7TH ST,OW0125136
FA0004502,BOARD HOUSE COFFEE,LOS ANGELES,6720 HOLLYWOOD BLVD,OW0240847
FA0015603,THE WILDE THISTLE,LOS ANGELES,2785 W OLYMPIC BLVD,OW0030039
FA0163113,CENTURY MARINA LIQUOR,LOS ANGELES,824 S LA BREA AVE,OW0235634
FA0004487,AVALON'S BEST MINI MARKET,LOS ANGELES,241 S SAN PEDRO ST,OW0125111
FA0180895,BOTANICA REINA DE MEXICO,LOS ANGELES,210 N WESTERN AVE # 105,OW0005871
FA0138544,FAMILY HAPPY MARKET,LOS ANGELES,5117 AVALON BLVD,OW0026726
FA0159134,BIRD ON THE TREE,LOS ANGELES,3154 E OLYMPIC BLVD,OW0024415
FA0159437,DAMARIS MINI MARKET,LOS ANGELES,835 W JEFFERSON BLVD # 7H,OW0236145
FA0156887,FER Y OS ZAVALETA MINI MARKET,LOS ANGELES,11021 W PICO BLVD,OW0106302
FA0022658,ROCK COFFEE HOUSE,LOS ANGELES,2256 COLORADO BLVD # 108,OW0031559
FA0180015,PAYLESS KING MARKET,LOS ANGELES,12243 SANTA MONICA BLVD,OW0013866
FA0041839,GNC #2542,LOS ANGELES,816 S FIGUEROA ST,OW0021139
FA0002597,UNION NINTY NINE CENTS,LOS ANGELES,557 N HOOVER ST,OW0183152
FA0034952,ROSARITO MARKET,LOS ANGELES,3800 WILSHIRE BLVD UNIT 110F,OW0024347
FA0030770,WESTSIDE LIQUOR,LOS ANGELES,11911 SA VICENTE BLVD STE 100,OW0240879
FA0072445,GRAN DOLLAR STORE & MORE,LOS ANGELES,700 WORLD WAY # 3158,OW0230438
FA0057498,SHORTY MARKET,LOS ANGELES,3201 S HOOVER ST STE 1835,OW0004910
FA0027679,BREAD N' RICE,LOS ANGELES,10250 SANTA MONICA BLVD # 2400,OW0033212
FA0057170,A. N. S. LIQUOR,LOS ANGELES,11916 S FIGUEROA ST,OW0002045
FA0032928,SUGARFINA,LOS ANGELES,654 N HOOVER ST,OW0128103
FA0165196,UNITED OIL #183,LOS ANGELES,150 N LARCHMONT BLVD,OW0010782
FA0040939,USA K MINAMOTO,LOS ANGELES,701 W CESAR E. CHAVEZ AVE # 107,OW0236815
FA0062627,REYNOSO MARKET,LOS ANGELES,1498 W SUNSET BLVD,OW0003284
FA0027450,COMONCY,LOS ANGELES,305 E 8TH ST UNIT 103,OW0024045
FA0062765,PORCHE LIQUOR,LOS ANGELES,1854 SAWTELLE BLVD STE 101,OW0250272
FA0043966,HONEY HI,LOS ANGELES,5715 N FIGUEROA ST UNIT 100,OW0236124
FA0143106,STARBUCKS COFFEE #5289,LOS ANGELES,213 W 7TH ST,OW0003612
FA0172451,FRIENDLY LIQUOR & MARKET,LOS ANGELES,580 S ALAMEDA ST # A,OW0245301
FA0066833,SIMBAL,LOS ANGELES,700 WORLD WAY # 1104,OW0184398
FA0046650,LARIOS MINI MARKET,LOS ANGELES,8500 BEVERLY BLVD # 113,OW0124951
FA0030775,CATALINA LIQUOR,LOS ANGELES,10250 SANTA MONICA BLVD # 2700,OW0008770
FA0028948,MY GOODS MARKET #5605,LOS ANGELES,301 S WESTERN AVE # 201,OW0024102
FA0051809,SNA GENERAL DISCOUNT & MARKET,LOS ANGELES,701 S BROADWAY ST # B,OW0040007
FA0037031,MAN CHEONG GINSENG & HERB IN,LOS ANGELES,7650 S WALNUT DR,OW0038292
FA0010719,AMIGOS,LOS ANGELES,2130 S SAN PEDRO ST,OW0238382
FA0180826,FAMILY ROOM,LOS ANGELES,401 S VERMONT AVE STE 3,OW0129805
FA0037868,LA VIDA LIQUOR,LOS ANGELES,2340 S FAIRFAX AVE,OW0249678
FA0055051,RAMONA'S FOOD PRODUCTS,LOS ANGELES,1759 COLORADO BLVD,OW0031523
FA0071378,MZUMA KITCHEN,LOS ANGELES,321 1/4 1ST ST,OW0027793
FA0055533,LIQUOR & JOY,LOS ANGELES,3123 BEVERLY BLVD,OW0185959
FA0069438,ANGELA'S DRIVE-IN DAIRY,LOS ANGELES,5151 S VERMONT AVE,OW0019845
FA0010185,FAR EAST CENTER,LOS ANGELES,301 S WESTERN AVE UNIT 202,OW0011603
FA0167229,DAISO JAPAN,LOS ANGELES,2019 E FLORENCE AVE,OW0180380
FA0139065,ANGELINO NEWS,LOS ANGELES,6407 VAN NUYS BLVD,OW0128216
FA0068282,SILVERLAKE LIQUOR,LOS ANGELES,6614 S COMPTON AVE,OW0023944
